@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute nvarsOrig numeric
@attribute nclausesOrig numeric
@attribute nvars numeric
@attribute nclauses numeric
@attribute reducedVars numeric
@attribute reducedClauses numeric
@attribute vars_clauses_ratio numeric
@attribute POSNEG_RATIO_CLAUSE_mean numeric
@attribute POSNEG_RATIO_CLAUSE_coeff_variation numeric
@attribute POSNEG_RATIO_CLAUSE_min numeric
@attribute POSNEG_RATIO_CLAUSE_max numeric
@attribute POSNEG_RATIO_CLAUSE_entropy numeric
@attribute VCG_CLAUSE_mean numeric
@attribute VCG_CLAUSE_coeff_variation numeric
@attribute VCG_CLAUSE_min numeric
@attribute VCG_CLAUSE_max numeric
@attribute VCG_CLAUSE_entropy numeric
@attribute UNARY numeric
@attribute BINARYp numeric
@attribute TRINARYp numeric
@attribute VCG_VAR_mean numeric
@attribute VCG_VAR_coeff_variation numeric
@attribute VCG_VAR_min numeric
@attribute VCG_VAR_max numeric
@attribute VCG_VAR_entropy numeric
@attribute POSNEG_RATIO_VAR_mean numeric
@attribute POSNEG_RATIO_VAR_stdev numeric
@attribute POSNEG_RATIO_VAR_min numeric
@attribute POSNEG_RATIO_VAR_max numeric
@attribute POSNEG_RATIO_VAR_entropy numeric
@attribute HORNY_VAR_mean numeric
@attribute HORNY_VAR_coeff_variation numeric
@attribute HORNY_VAR_min numeric
@attribute HORNY_VAR_max numeric
@attribute HORNY_VAR_entropy numeric
@attribute horn_clauses_fraction numeric
@attribute VG_mean numeric
@attribute VG_coeff_variation numeric
@attribute VG_min numeric
@attribute VG_max numeric
@attribute CG_mean numeric
@attribute CG_coeff_variation numeric
@attribute CG_min numeric
@attribute CG_max numeric
@attribute CG_entropy numeric
@attribute cluster_coeff_mean numeric
@attribute cluster_coeff_coeff_variation numeric
@attribute cluster_coeff_min numeric
@attribute cluster_coeff_max numeric
@attribute cluster_coeff_entropy numeric
@attribute DIAMETER_mean numeric
@attribute DIAMETER_coeff_variation numeric
@attribute DIAMETER_min numeric
@attribute DIAMETER_max numeric
@attribute DIAMETER_entropy numeric
@attribute cl_num_mean numeric
@attribute cl_num_coeff_variation numeric
@attribute cl_num_min numeric
@attribute cl_num_max numeric
@attribute cl_num_q90 numeric
@attribute cl_num_q10 numeric
@attribute cl_num_q75 numeric
@attribute cl_num_q25 numeric
@attribute cl_num_q50 numeric
@attribute cl_size_mean numeric
@attribute cl_size_coeff_variation numeric
@attribute cl_size_min numeric
@attribute cl_size_max numeric
@attribute cl_size_q90 numeric
@attribute cl_size_q10 numeric
@attribute cl_size_q75 numeric
@attribute cl_size_q25 numeric
@attribute cl_size_q50 numeric
@attribute SP_bias_mean numeric
@attribute SP_bias_coeff_variation numeric
@attribute SP_bias_min numeric
@attribute SP_bias_max numeric
@attribute SP_bias_q90 numeric
@attribute SP_bias_q10 numeric
@attribute SP_bias_q75 numeric
@attribute SP_bias_q25 numeric
@attribute SP_bias_q50 numeric
@attribute SP_unconstraint_mean numeric
@attribute SP_unconstraint_coeff_variation numeric
@attribute SP_unconstraint_min numeric
@attribute SP_unconstraint_max numeric
@attribute SP_unconstraint_q90 numeric
@attribute SP_unconstraint_q10 numeric
@attribute SP_unconstraint_q75 numeric
@attribute SP_unconstraint_q25 numeric
@attribute SP_unconstraint_q50 numeric
@attribute saps_BestSolution_Mean numeric
@attribute saps_BestSolution_CoeffVariance numeric
@attribute saps_FirstLocalMinStep_Mean numeric
@attribute saps_FirstLocalMinStep_CoeffVariance numeric
@attribute saps_FirstLocalMinStep_Median numeric
@attribute saps_FirstLocalMinStep_Q10 numeric
@attribute saps_FirstLocalMinStep_Q90 numeric
@attribute saps_BestAvgImprovement_Mean numeric
@attribute saps_BestAvgImprovement_CoeffVariance numeric
@attribute saps_FirstLocalMinRatio_Mean numeric
@attribute saps_FirstLocalMinRatio_CoeffVariance numeric
@attribute gsat_BestSolution_Mean numeric
@attribute gsat_BestSolution_CoeffVariance numeric
@attribute gsat_FirstLocalMinStep_Mean numeric
@attribute gsat_FirstLocalMinStep_CoeffVariance numeric
@attribute gsat_FirstLocalMinStep_Median numeric
@attribute gsat_FirstLocalMinStep_Q10 numeric
@attribute gsat_FirstLocalMinStep_Q90 numeric
@attribute gsat_BestAvgImprovement_Mean numeric
@attribute gsat_BestAvgImprovement_CoeffVariance numeric
@attribute gsat_FirstLocalMinRatio_Mean numeric
@attribute gsat_FirstLocalMinRatio_CoeffVariance numeric
@attribute lobjois_mean_depth_over_vars numeric
@attribute lobjois_log_num_nodes_over_vars numeric

@data
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf,1,349,2416,349,2416,0,0,0.1445,0.3671,0.8453,0,1,1.603,0.0125,0.1346,0.0115,0.0172,0.7705,0,0,0,0.0125,0.3092,0.0099,0.0364,1.1936,0.0168,0.0418,0,0.2,0.6221,0.0032,0.2126,0.0012,0.0058,1.8637,0.2632,0.0035,0.1208,0.0025,0.005,0.0198,0.3417,0.0132,0.0542,2.5663,0.4461,0.1655,0.3012,0.6522,2.7953,6.2098,0.0656,6,7,0.5137,2084.6667,0.466,410,3354,3354,410,2731,1631,2473,25.1291,0.4061,4.2951,33.2195,33.2195,4.2951,31.0554,26.1901,30.4301,0.0311,1.76,0,0.3101,0.0878,0.0003,0.0263,0.0013,0.0114,0.0962,0.1653,0.0801,0.1737,0.1182,0.082,0.1008,0.084,0.0934,27.6702,0.134,56.0036,0.0977,56,49,63,1.5881,0.1024,0.9656,0.0426,27.8031,0.1282,56.0213,0.0967,56,49,63,1.0335,0.4037,0.9661,0.0291,0.2071,0.4684
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,354,2596,354,2596,0,0,0.1364,0.3599,0.8453,0,1,1.6919,0.0128,0.1608,0.0113,0.0169,0.9205,0,0,0,0.0128,0.3459,0.0092,0.0277,1.4343,0.0261,0.0454,0,0.2,0.9674,0.003,0.2024,0.0012,0.0046,1.8659,0.2504,0.0034,0.1144,0.0027,0.0042,0.0206,0.307,0.0135,0.0381,2.9811,0.4743,0.1916,0.3262,0.7019,3.173,6.204,0.0649,6,7,0.5059,2205.7778,0.4441,727,3495,3495,727,2978,1708,2168,28.9103,0.308,11.8748,42.1051,42.1051,11.8748,33.6687,26.0462,32.4906,0.0391,1.4426,0,0.3002,0.0907,0.0002,0.057,0.0025,0.0134,0.1055,0.2011,0.0812,0.1791,0.1353,0.0845,0.1154,0.0901,0.0997,27.6506,0.1453,55.9953,0.0975,56,49,63,1.572,0.1148,0.962,0.0336,27.7525,0.1298,56.0509,0.0948,56,49,63,0.9852,0.4208,0.9625,0.03,0.2067,0.4878
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-3.shuffled-as.sat05-2535.cnf,1,352,2492,352,2492,0,0,0.1413,0.3755,0.7974,0,1,1.628,0.0126,0.1386,0.0114,0.017,0.8255,0,0,0,0.0126,0.2745,0.0096,0.0241,1.292,0.0226,0.0457,0,0.2,0.7654,0.0033,0.2116,0.0012,0.0056,1.929,0.2701,0.0035,0.1077,0.0024,0.0044,0.0196,0.2402,0.0128,0.0357,2.5646,0.4542,0.1796,0.3262,0.6948,2.9173,6.0712,0.0424,6,7,0.2568,2175.4444,0.3792,479,3145,3145,479,2769,1570,2502,29.3507,0.3133,4.7704,37.4289,37.4289,4.7704,33.8108,29.3951,31.1272,0.04,1.4518,0,0.2967,0.1629,0.0005,0.0308,0.006,0.0189,0.1009,0.1618,0.0806,0.1644,0.1257,0.0844,0.1065,0.089,0.0978,27.4687,0.1338,56.0965,0.0965,56,49,63,1.5742,0.1111,0.9632,0.0307,27.5746,0.1284,56.0829,0.0959,56,49,63,0.9992,0.4166,0.9635,0.0299,0.2063,0.5122
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,58560,778800,17757,433992,2.2979,0.7945,0.0409,0.4876,0.9623,0,1,1.0911,0.0001,0.5805,0.0001,0.0027,0.6593,0,0.798,0.9008,0.0001,0.9384,0,0.0005,1.7012,0.4374,0.4232,0,0.9388,1.6517,0.0001,1.0281,0,0.0003,2.9268,0.6758,0.0001,0.9729,0,0.0005,?,?,?,?,?,?,?,?,?,?,9.875,0.1856,8,12,1.2493,159.4167,0.5845,37,294,290,46,229,56,212,59.011,0.1657,48.1226,82.4865,71.4107,50.0524,66.3478,52.2176,54.6047,0.459,0.9356,0,0.9795,0.967,0.0136,0.9662,0.0477,0.3443,0.0261,1.0978,0,0.1793,0.0357,0.0045,0.0351,0.009,0.0269,1202.67,0.5642,5555.33,0.0025,5563,5539,5563,9.0277,0.5348,0.9866,0.0075,822,0.4228,5550.4,0.011,5576,5466,5596,2.3367,1.2735,0.982,0.0033,0.2452,0.5435
./SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,135,672,134,670,0.0075,0.003,0.2,0.36,0.9336,0,1,0.9994,0.0298,0.0136,0.0224,0.0299,0.0203,0,0,0.003,0.0298,0.0086,0.0269,0.0299,0.044,0.0008,0.0096,0,0.1111,0.044,0.0089,0.2606,0.006,0.0134,1.4061,0.297,0.009,0,0.009,0.009,0.0432,0.0129,0.0343,0.0433,0.0846,0.4252,0.008,0.3941,0.4529,0.1082,5.6015,0.0927,5,7,0.7481,4356.8333,0.0191,4256,4486,4486,4256,4409,4257,4395,34.9164,0.0663,31.707,37.272,37.272,31.707,36.9746,32.0521,36.8598,0.0011,8.3598,0,0.105,0.0003,0,0,0,0,0.2648,0.0347,0.2076,0.2683,0.2679,0.2649,0.2677,0.2654,0.2673,5.3182,0.4089,18.8514,0.153,19,15,23,0.9011,0.2589,0.8028,0.0987,1.4607,0.5135,18.8214,0.1527,19,15,23,0.4373,0.3949,0.7243,0.0925,0.2602,0.6245
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1,36304,1711065,32054,1667873,0.1326,0.0259,0.0192,0.467,1.0213,0,1,1.2318,0.0001,0.8257,0.0001,0.0006,0.6065,0,0.8588,0.8591,0.0001,0.8252,0,0.0013,5.5809,0.3404,0.2005,0,0.967,4.2441,0,0.8519,0,0.0007,5.0413,0.6449,0.0001,0.794,0,0.0009,?,?,?,?,?,?,?,?,?,?,6.3333,0.0744,6,7,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8356,0.2687,0,1,0.9987,0.4955,0.9863,0.791,0.931,0.1054,1.1746,0,0.5,0.292,0.0001,0.1627,0.0073,0.0568,5121,0,0,0,0,0,0,25.6627,0,1.0147,0,4568.5,0.1803,6849.5,1.4142,6849.5,0,0,18.7974,0.5514,1.006,0.0122,0.0273,0.0871
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,380,7050,360,6670,0.0556,0.057,0.054,0.4771,1.0324,0,1,0.9417,0.0082,1.3603,0.0056,0.1,0.2211,0,0.9444,0.9444,0.0082,0,0.0082,0.0082,0,0.3091,0,0.3091,0.3091,0,0.0038,0.3665,0.0016,0.0054,2.4477,0.6868,0.0128,0.263,0.0082,0.0202,0.0084,2.0448,0.0028,0.1457,0.9717,0.0954,0.2354,0.0044,0.1066,0.3276,3,0,3,3,0,3734.6667,0.3023,1598,4766,4766,1598,4721,3197,4582,56.347,0.0147,55.1648,57.7211,57.7211,55.1648,57.0402,55.8724,56.2379,0.9034,0.0007,0.9021,0.9056,0.9042,0.9027,0.9037,0.903,0.9034,0.0314,0.0151,0.0299,0.0323,0.032,0.0309,0.0317,0.0311,0.0315,1.5771,18.1704,161.639,0.0623,162,149,174,9.5531,0.0593,1.0071,0.3955,1.6938,17.717,161.418,0.0658,162,149,174,9.5683,0.0593,1.0006,0.0667,0.9984,0.9992
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,870,24825,840,23955,0.0357,0.0363,0.0351,0.4855,1.0211,0,1,0.8832,0.0035,1.7386,0.0024,0.0667,0.1573,0,0.9646,0.9646,0.0035,0,0.0035,0.0035,0,0.3176,0,0.3176,0.3176,0,0.0017,0.3318,0.0008,0.0023,2.6553,0.729,0.0062,0.2638,0.0035,0.0101,0.0036,2.6108,0.0012,0.0982,0.9266,0.0646,0.199,0.0019,0.0701,0.4785,3,0,3,3,0,286.4706,0.5934,12,993,353,27,306,276,285,84.1815,0.2767,66.9688,183.8824,116.3704,71.957,81.5228,73.4946,76.3977,0.9236,0.0003,0.923,0.9246,0.9241,0.9233,0.9238,0.9234,0.9236,0.0139,0.0164,0.0132,0.0143,0.0141,0.0135,0.0141,0.0137,0.0139,6.822,20.9217,391.722,0.0546,393,373,410,14.5742,0.0473,1.0022,0.0638,1,0,391.128,0.0359,391,374,411,14.5128,0.0333,0.9996,0.0002,0.9993,0.9996
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,80,370,70,360,0.1429,0.0278,0.1944,0.4016,1.1471,0,1,1.0941,0.05,0.8056,0.0286,0.2,0.6033,0,0.7667,0.7667,0.05,0,0.05,0.05,0,0,0,0,0,0,0.0162,0.3923,0.0056,0.025,1.6874,0.5667,0.0988,0.1864,0.0667,0.1361,0.0862,0.7944,0.0472,0.3306,0.9303,0.17,0.3876,0.0402,0.2281,1.6811,3,0,3,3,0,4809.75,0.0143,4697,4879,4879,4697,4879,4818,4845,21.4178,0.0458,19.891,22.5212,22.5212,19.891,22.5212,21.3014,21.9578,0.7754,0.0186,0.7474,0.7905,0.7904,0.7475,0.7886,0.7767,0.7787,0.1968,0.0469,0.1871,0.2141,0.2138,0.1872,0.1955,0.1874,0.1954,2.0303,0.0847,25.7807,0.1603,26,20,31,2.5407,0.1289,0.9945,0.0085,2,0,25.8068,0.16,26,21,31,2.57,0.1199,0.9942,0.0087,0.8549,0.8887
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1,1575,34695,1530,34650,0.0294,0.0013,0.0442,0.4836,1.0205,0,1,0.9743,0.0025,2.0058,0.0013,0.0444,0.2212,0,0.9438,0.9438,0.0025,0,0.0025,0.0025,0,0,0,0,0,0,0.0009,0.3552,0.0004,0.0013,2.6417,0.6999,0.006,0.2649,0.0035,0.0109,?,?,?,?,?,?,?,?,?,?,3,0,3,3,0,4873,0,4873,4873,4873,4873,4873,4873,4873,205.6862,0,205.6862,205.6862,205.6862,205.6862,205.6862,205.6862,205.6862,0.9392,0.0013,0.9352,0.9406,0.9404,0.9375,0.9403,0.9385,0.9394,0.0902,0.0188,0.0884,0.0957,0.0926,0.0884,0.0912,0.0886,0.0899,45.5792,11.6045,717.059,0.0731,722,694,744,10.9682,0.0773,0.9952,0.0676,12.9289,3.3981,718.338,0.072,721,694,746,11.1755,0.0322,1.0002,0.006,0.9385,0.9499
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,380,3630,360,3610,0.0556,0.0055,0.0997,0.4639,1.0418,0,1,1.1095,0.0105,1.4088,0.0056,0.1,0.3424,0,0.897,0.897,0.0105,0,0.0105,0.0105,0,0,0,0,0,0,0.0037,0.3612,0.0017,0.0053,2.1916,0.6632,0.0233,0.2279,0.0152,0.0374,0.0199,1.4052,0.0102,0.1845,0.5056,0.0922,0.3027,0.0082,0.1066,0.5056,3,0,3,3,0,4803.6667,0.0132,4715,4858,4858,4715,4858,4715,4838,78.2146,0.1533,61.4895,89.0019,89.0019,61.4895,89.0019,61.4895,84.1525,0.8845,0.0045,0.8749,0.8891,0.889,0.88,0.8888,0.8846,0.8847,0.161,0.0269,0.1561,0.1712,0.1658,0.1561,0.1608,0.1562,0.1608,1.2808,9.9459,158.575,0.0624,159,146,171,4.5762,0.0824,0.9968,0.0172,1,0,158.529,0.0603,159,146,171,4.7498,0.0651,0.997,0.0013,0.9142,0.9396
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,1560,30460,1520,30420,0.0263,0.0013,0.05,0.4825,1.0234,0,1,0.9599,0.0026,2.1263,0.0013,0.05,0.204,0,0.9495,0.9495,0.0026,0,0.0026,0.0026,0,0,0,0,0,0,0.0009,0.3466,0.0004,0.0013,2.5176,0.709,0.0063,0.262,0.0038,0.0109,?,?,?,?,?,?,?,?,?,?,3,0,3,3,0,4886,0,4886,4886,4886,4886,4886,4886,4886,234.6801,0,234.6801,234.6801,234.6801,234.6801,234.6801,234.6801,234.6801,0.9351,0.0015,0.9309,0.9365,0.9364,0.9337,0.9363,0.9339,0.9351,0.1058,0.0182,0.1038,0.1115,0.1077,0.1039,0.1075,0.1041,0.1057,12.5333,14.6545,712.416,0.0685,715,690,740,9.2063,0.0719,1.0019,0.0431,29.8486,15.3122,712.602,0.0692,715,690,743,9.5495,0.0711,0.9952,0.0634,0.9484,0.9603
./SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1,870,24824,870,24824,0,0,0.035,0.4986,0.5877,0,1,0.6221,0.0035,0.3031,0.0023,0.0333,0.0975,0,0.0175,0.9988,0.0035,0.0007,0.0034,0.0035,0.023,0.3256,0.0007,0.3176,0.3412,0.0252,0.0017,0.1774,0.0011,0.0025,3.1476,0.5096,0.0046,0.0004,0.0045,0.0046,0.0046,0.4743,0.0023,0.0666,0.1265,0.0437,0.0703,0.0347,0.0678,0.0975,3,0,3,3,0,2670.4,0.2007,1380,3411,3411,2452,3156,2527,2614,39.7944,0.1768,30.8127,56.8522,56.8522,32.1439,41.8503,33.3194,40.4414,0.5268,0.0015,0.5186,0.5465,0.5268,0.5267,0.5268,0.5267,0.5268,0,0.0142,0,0,0,0,0,0,0,5.8135,21.1475,278.049,0.0556,278,265,293,11.0015,0.064,0.998,0.0392,1.261,0.5634,277.453,0.0398,277,263,291,9.087,0.2659,0.9997,0.0003,0.7089,0.9146
./SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf,1,62750,124752,1144,2229,53.8514,54.9677,0.5132,0.375,0.8866,0,1,1.0083,0.0035,0.0275,0.0017,0.0044,0.0472,0,0.0018,0.0031,0.0035,0.0825,0.0022,0.0045,0.3976,0.0375,0.1052,0,0.5,0.3978,0.0011,0.6651,0,0.0036,1.7982,0.3109,0.0055,0.1375,0.0022,0.0058,0.007,0.084,0.0036,0.0081,0.6138,0.1553,0.6691,0.1176,0.7818,0.8444,28.8618,0.0927,22,33,2.2911,577.3804,1.0715,102,2507,1531,141,609,193,322,9.4616,0.3907,5.1273,25.5895,14.5433,6.2137,10.9715,6.8758,8.201,0.0519,2.7129,0,0.6039,0.4414,0,0.0012,0,0,0.4604,0.011,0.3839,0.4684,0.4621,0.4587,0.4604,0.4604,0.4604,7.8171,0.2916,71.5054,0.0877,72,63,79,0.5364,0.3998,0.907,0.029,7.9255,0.4557,71.3431,0.0885,71,64,79,0.1313,0.6724,0.9063,0.0372,0.2989,0.6806
./SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1,2721,88373,1754,79229,0.5513,0.1154,0.0221,0.4917,1.0016,0,1,0.897,0.0013,0.5835,0.0011,0.0131,0.267,0,0.9511,0.9728,0.0013,0.2523,0.0002,0.0019,2.759,0.7649,0.2302,0.0667,0.9669,2.4732,0.0008,0.4208,0,0.0015,3.7161,0.7281,0.0014,0.2918,0.0002,0.0027,0.0005,2.9351,0,0.0225,3.2654,0.1624,0.8347,0.0024,0.6667,2.6761,4.7942,0.0843,4,5,0.5083,3912.75,0.3739,1380,4821,4821,1380,4821,4681,4769,27.199,0.0342,25.6108,27.8652,27.8652,25.6108,27.8652,27.4614,27.8585,0.9235,0.1168,0.5791,0.9971,0.9926,0.7011,0.9889,0.9432,0.9512,0.0112,2.805,0,0.272,0.0125,0,0.0119,0.0003,0.0065,18.45,0.1085,819.7,0.0278,818,796,846,20.538,0.0995,0.9991,0.0002,141.434,10.5878,813.667,0.0835,818,795,843,17.2005,0.2154,0.9931,0.0798,0.445,0.8863
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,1339,7095,1239,5851,0.0807,0.2126,0.2118,0.294,0.9222,0,1,2.9316,0.0072,0.4536,0.0016,0.0129,2.6115,0,0.1019,0.1759,0.0072,4.3842,0.0002,0.7095,3.0496,0.5333,0.1725,0,1,2.6907,0.0003,2.5423,0,0.0109,1.287,0.1419,0.0076,1.4947,0.0012,0.2051,?,?,?,?,?,?,?,?,?,?,3.9475,0.0565,3,4,0.2058,1802.75,0.4776,256,2997,2822,641,2653,1323,1711,20.8584,0.0918,17.9361,24.7946,23.1241,18.064,22.1421,19.5208,20.8992,0.685,0.232,0,1,0.8331,0.5112,0.7998,0.6105,0.7482,0.4212,0.4237,0.0015,1,0.5,0.0443,0.4999,0.4971,0.4997,7.6118,0.3084,66.5043,0.1026,66,58,75,1.0203,0.3952,0.928,0.0229,14.9506,0.185,66.6331,0.1024,67,58,76,0.3467,1.4049,0.9601,0.0202,0.4355,0.8731
./SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,468,11753,412,6961,0.1359,0.6884,0.0592,0.4455,0.9228,0,1,1.7272,0.0083,0.6143,0.0049,0.0291,1.4978,0,0.5065,0.7477,0.0083,0.8253,0.0001,0.0424,3.1732,0.6006,0.1074,0,1,2.5441,0.003,0.5452,0,0.008,3.4212,0.5164,0.0105,0.8397,0.0001,0.049,0.0142,1.1581,0.0017,0.0448,3.5096,0.2519,0.9673,0.0218,0.9595,2.7576,3.8297,0.0982,3,4,0.4564,3985,0.171,2808,4437,4437,2808,4437,4301,4394,35.1856,0.0833,32.0271,39.8714,39.8714,32.0271,39.8714,33.6362,35.2076,0.8253,0.1666,0,1,0.8859,0.7359,0.8811,0.8274,0.874,0.0934,1.8734,0.0016,0.9752,0.4728,0.0049,0.0389,0.0106,0.0141,12.5592,1.8713,132.961,0.0723,133,121,145,6.0914,0.1608,0.9905,0.0222,13.8978,0.517,132.89,0.0693,133,122,144,3.5338,0.3959,0.9927,0.0119,0.5699,0.7966
./SAT05/crafted/sorge05/QG7/gensys-icl007.shuffled-as.sat05-3133.cnf,1,762,17262,704,12087,0.0824,0.4281,0.0582,0.39,0.9199,0,1,1.763,0.0067,0.4761,0.0028,0.017,1.549,0,0.277,0.416,0.0067,1.0129,0.0001,0.0278,3.6592,0.6623,0.2218,0,1,3.1886,0.0013,1.1964,0,0.0074,3.2016,0.3203,0.0075,0.8402,0.0001,0.0282,0.0082,1.1817,0.0012,0.1356,3.9191,0.1631,1.3559,0.002,0.9797,2.7592,4.458,0.113,4,6,0.7064,3511.5,0.1501,2818,4258,4258,2818,4258,3295,3675,39.3932,0.1296,35.5768,48.0683,48.0683,35.5768,48.0683,35.8046,38.1231,0.7773,0.2201,0,1,0.9181,0.5199,0.9091,0.7126,0.8036,0.2743,0.8876,0.005,0.9994,0.4996,0.0231,0.4979,0.0315,0.4231,11.9521,0.2827,134.841,0.0754,135,123,147,4.8892,0.2314,0.9873,0.0055,16.6934,1.163,135.16,0.0716,135,124,146,2.0005,0.5422,0.9928,0.0591,0.4274,0.6883
./SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,1253,12666,609,2721,1.0575,3.6549,0.2238,0.4536,0.9202,0,1,1.8513,0.0062,0.7449,0.0033,0.0443,1.6365,0,0.5255,0.7192,0.0062,1.0218,0.0004,0.0382,2.9994,0.6209,0.3265,0,1,3.1098,0.002,1.4145,0,0.0099,2.3061,0.5443,0.0091,0.9584,0.0004,0.0551,0.0167,0.8417,0.0011,0.118,4.3858,0.2851,0.7718,0.0315,0.957,3.9437,5.3339,0.1062,4,6,0.8376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7766,0.3044,0.0007,1,1,0.425,1,0.6636,0.8126,0.4897,0.7789,0.0016,0.9981,0.9848,0.0094,0.9381,0.0261,0.4894,11.2841,0.2501,83.5329,0.0849,83,74,92,2.6775,0.2979,0.9722,0.0107,15.6248,0.1761,83.1457,0.0867,83,74,93,1.0838,0.7477,0.9823,0.0089,0.2832,0.8422
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,2401,15897,2309,13794,0.0398,0.1525,0.1674,0.311,0.8806,0,1,2.5376,0.0031,0.3821,0.0009,0.0056,2.0261,0,0.0801,0.0909,0.0031,1.1941,0.0001,0.0131,3.192,0.6139,0.1483,0,1,2.7621,0.0002,2.0884,0,0.0031,1.7158,0.1178,0.0034,1.3171,0.0001,0.0181,?,?,?,?,?,?,?,?,?,?,4.8962,0.0766,4,6,0.4906,1690.9333,0.2306,785,2197,2052,1169,1979,1376,1832,16.072,0.0913,12.3961,17.9554,17.4731,14.2137,17.2879,15.0624,16.115,0.7366,0.1904,0,1,0.854,0.6447,0.8242,0.6662,0.7496,0.4491,0.3236,0.0851,0.9999,0.4997,0.1679,0.499,0.4729,0.496,36.7216,0.199,121.122,0.0706,121,110,132,0.6482,0.4766,0.889,0.0293,47.0583,0.134,121.845,0.0708,122,111,132,0.0878,0.5221,0.9133,0.0256,0.2475,0.572
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1,2703,18312,2618,16566,0.0325,0.1054,0.158,0.3124,0.8781,0,1,2.5725,0.0027,0.3885,0.0008,0.005,2.1398,0,0.0801,0.1014,0.0027,1.2286,0.0001,0.0203,3.2128,0.6019,0.1499,0,1,2.6471,0.0002,2.4977,0,0.0058,1.7374,0.1458,0.0032,1.4789,0.0001,0.0206,?,?,?,?,?,?,?,?,?,?,4.7938,0.0878,4,6,0.5564,1922.2308,0.0889,1605,2219,2094,1671,2061,1836,1920,18.8034,0.1102,15.8453,22.7067,21.3884,16.4056,20.6433,17.1527,18.2685,0.7356,0.2037,0,1,0.8543,0.6251,0.8286,0.6664,0.7777,0.4359,0.3399,0,0.9999,0.4997,0.1048,0.499,0.4737,0.4956,40.2964,0.1934,131.186,0.0745,131,118,145,0.7022,0.4308,0.8891,0.0262,51.67,0.1283,131.433,0.0697,131,119,142,0.0812,0.4394,0.9107,0.0236,0.2363,0.5283
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,2969,18767,2868,16577,0.0352,0.1321,0.173,0.309,0.8703,0,1,2.5972,0.0025,0.3783,0.0007,0.0045,2.1369,0,0.07,0.0891,0.0025,1.3169,0.0001,0.0203,3.4583,0.6,0.1584,0,1,2.8294,0.0002,2.4213,0,0.0039,1.6754,0.1264,0.0029,1.4465,0.0001,0.0206,?,?,?,?,?,?,?,?,?,?,4.8943,0.0716,4,6,0.4394,1945.75,0.1799,925,2233,2203,1695,2181,1858,2095,16.7853,0.1211,11.9449,20.4848,18.9898,15.2283,18.2283,16.2062,16.8746,0.7349,0.2049,0,1,0.8546,0.6068,0.8264,0.6665,0.7731,0.4488,0.3244,0,0.9999,0.4997,0.1511,0.499,0.4766,0.4959,42.0563,0.2135,133.186,0.0873,133,122,145,0.6316,0.4955,0.8827,0.0514,53.4433,0.4731,132.213,0.0872,133,122,143,0.0737,0.5254,0.8978,0.0632,0.2322,0.5297
