@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute Basic numeric
@attribute CG numeric
@attribute DIAMETER numeric
@attribute KLB numeric
@attribute Pre numeric
@attribute cl numeric
@attribute lobjois numeric
@attribute ls_gsat numeric
@attribute ls_saps numeric
@attribute sp numeric

@data
./SAT03/handmade/stanion/hwb/hwb-n30-02-S77299857.shuffled-as.sat03-1633.cnf,1,0,0.07,0.01,0,0,1.99,2,2.1,1.46,0.01
./SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,0,0.07,0.01,0,0,1.99,2,2.43,1.79,0.02
./SAT04/handmade/andrew/composite/Composite-024BitPrimes-1.used-as.sat04-861.cnf,1,0.01,38.04,0.43,0,0.01,2,2,2.16,2.08,0.18
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,0,0.85,0.19,0,0,2,2,2.38,2.17,0.07
./SAT04/handmade/anton/l5k3/lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934.cnf,1,0,0.08,0.17,0,0.01,1.99,2,2.54,2.21,0.04
./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,0,0.07,0.11,0,0.01,1.99,2,2.54,2.23,0.03
./SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,0,3.94,0.44,0.01,0.07,2,2,2.18,2.14,0.1
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1,0,3.41,0.21,0.01,0.05,2,2,2.22,2.13,0.08
./SAT04/handmade/connamacher/connm-d0.04/connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf,1,0,3.58,0.21,0,0.05,2,2,2.18,2.13,0.07
./SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf,1,0,0,0,0,0,2,2,1.97,1.27,0
./SAT04/handmade/kexu/frb-0.6/frb75-13-2.used-as.sat04-878.cnf,1,0,60.01,1.25,0.01,0.09,2.01,2,2.1,2.11,0.64
./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0.01,60.04,1.99,0.01,0.12,2,2,2.12,2.11,0.94
./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,1,0.01,60.22,2.01,0.02,0.24,1.99,2,2.11,2.08,2.21
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1,0.01,60.01,2.01,0.05,0.66,1.99,2.01,2.13,2.11,2.61
./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,0.01,60.01,2.01,0.05,0.66,1.99,2,2.13,2.12,2.61
./SAT04/handmade/marijn/equilarge-l/equilarge_l2.used-as.sat04-894.cnf,1,0,60.02,1.76,0.02,0.08,2,2,2.47,2.16,0.28
./SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,0,60.01,1.79,0.02,0.08,2,2,2.47,2.15,0.28
./SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,0,0.01,0.01,0,0,1.99,2,2.38,2.29,0.01
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1,0,0.21,0.04,0,0,1.99,2,2.32,2.16,0.08
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0,0.26,0.04,0,0,1.99,2,2.32,2.15,0.08
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0,0.25,0.04,0,0,1.98,2,2.31,2.13,0.09
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0,0.26,0.05,0,0,1.99,2,2.28,2.17,0.08
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf,1,0,0.26,0.04,0,0,1.98,2,2.31,2.14,0.09
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,0,0.35,0.05,0,0,1.99,2,2.27,2.12,0.1
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-3.shuffled-as.sat05-2535.cnf,1,0,0.26,0.05,0,0,1.99,2,2.27,2.16,0.09
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.08,60.03,2.08,1.11,3.32,2.01,2.03,2.38,2.31,3.2
./SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,0,0.02,0.01,0,0,1.99,1.14,2.21,1.09,0.01
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1,0.31,62.14,2.43,4.24,10.73,2,2.08,3.42,3.45,7.16
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,0,4.25,0.1,0,0.01,1.99,2,2.16,2.15,0.13
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,0.01,54.64,0.91,0.01,0.1,2,2,2.12,2.09,0.68
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,0,0.02,0,0,0,1.98,1.34,0.91,0.6,0.01
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1,0,60.05,2.01,0.03,0.35,2,2,2.12,2.08,2.05
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0,2.49,0.07,0,0.01,1.99,2,2.24,2.18,0.11
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0,60.01,2.01,0.03,0.32,1.99,2,2.14,2.11,1.74
./SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1,0.01,14.36,1.05,0,0.03,2,2,2.14,2.07,0.17
./SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf,1,0,0.03,0.18,0,1.58,1.99,2,2.76,2.29,0.03
./SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1,0.01,48.02,2.01,0.03,0.33,2,2,2.16,2.08,0.59
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0,60.5,0.62,0.01,0.04,1.99,2,2.48,2.13,0.61
./SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,0,7.67,0.15,0,0.02,1.99,2,2.22,2.14,0.22
./SAT05/crafted/sorge05/QG7/gensys-icl007.shuffled-as.sat05-3133.cnf,1,0,18.41,0.55,0,0.05,1.99,2,2.25,2.13,0.3
./SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,0,0.47,0.09,0,0.03,0.02,2,2.57,2.19,0.05
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0,60.01,2.02,0.02,0.08,1.99,2,2.62,2.17,0.7
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1,0,60.01,2.01,0.03,0.09,1.99,2,2.52,2.16,0.94
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,0.01,60.01,2.01,0.03,0.09,1.99,2,2.6,2.15,0.97
./SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf,1,0.01,60.01,2.01,0.02,0.09,2,2,2.57,2.15,0.92
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,0,60.01,2.01,0.04,0.09,2,2,2.53,2.13,0.97
./SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0.01,60.01,2.01,0.03,0.1,2.01,2,2.55,2.16,0.98
./SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0.01,58.82,2.01,0.01,0.26,0.15,2,2.11,2.08,0.78
./SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,1,0,0.28,0.06,0,0.05,0.01,2,2.64,2.22,0.04
./SAT07/crafted/spence/hard/s113-100.cnf,1,0,0,0,0,0,1.98,1.24,0.94,0.55,0
./SAT09/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.01,31.17,2.01,0.02,0.22,1.99,2,2.18,2.1,0.47
./SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.01,60.02,2.01,0.23,0.53,2,2,2.39,2.15,1.44
./SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.02,60.03,2.01,0.48,0.92,1.99,2,2.3,2.18,2.44
./SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.01,3.21,0.61,0,0.02,1.99,2,2.35,2.18,0.21
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,0,26.67,2.01,0.03,0.1,1.98,2,2.28,2.14,0.39
./SAT09/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf,1,0,60.24,0.33,0.01,0.06,1.99,2,2.12,2.09,0.52
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.04,60.03,2.01,0.68,0.8,1.99,2.01,2.29,2.22,2.61
./SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.07,60.05,2.01,1.64,1.43,2,2.01,2.43,2.38,3.27
./SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0.02,157.27,0.34,0.07,0.38,0.31,2.01,2.16,2.16,2.8
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v1560c133795gyes1.cnf,1,0.02,60.01,2.01,0.05,0.69,1.99,2.01,2.13,2.11,2.34
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf,1,0.03,60.03,2.01,0.08,1.3,1.99,2.02,2.18,2.18,2.74
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1,0.04,64.61,2.02,0.1,1.75,2.01,2.05,2.21,2.2,2.55
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,0.04,60.03,2.01,0.11,1.74,2,2.02,2.21,2.21,2.54
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,0.05,60.02,2.01,0.12,2.06,2,2.09,2.25,2.23,3.01
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,0.04,63.97,2.01,0.12,2.11,2.01,2.01,2.26,2.26,3.02
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,0,60.04,1.45,0.01,0.17,1.99,2,2.08,2.09,1.39
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0,60.14,1.42,0.01,0.16,2,2,2.09,2.09,1.46
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0,60.01,1.45,0.01,0.17,2,2,2.1,2.08,1.38
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,1,0.01,60.01,2.01,0.02,0.24,2,2,2.12,2.09,2.25
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0,60.14,2.01,0.02,0.25,2,2,2.1,2.07,2.13
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes7.cnf,1,0.01,60.13,2.01,0.03,0.24,2.01,2,2.11,2.08,2.26
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g5.cnf,1,0.02,60.15,2.02,0.06,0.97,2,2.02,2.15,2.14,2.62
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g6.cnf,1,0.04,60.41,2.02,0.1,1.74,2,2.04,2.21,2.23,2.58
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g9.cnf,1,0.04,60.02,2.01,0.11,1.75,2,2.01,2.2,2.2,2.56
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0,60.04,1.44,0.01,0.16,2.01,2,2.09,2.09,1.5
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0,60.01,1.47,0.02,0.16,2,2,2.1,2.08,1.47
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf,1,0.01,60.01,1.47,0.01,0.15,1.99,2,2.1,2.08,1.49
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v945c61409g3.cnf,1,0.01,60.51,2.01,0.02,0.25,2,2,2.1,2.08,2.14
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf,1,0,60.01,2.01,0.02,0.24,2,2,2.09,2.08,2.17
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1,0.03,60.02,2.01,0.07,1.25,2,2,2.17,2.17,2.65
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,0.01,60.68,2.01,0.03,0.53,2,2.02,2.13,2.1,2.45
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,0.04,60.02,2.02,0.09,1.66,2.01,2.01,2.2,2.2,3.44
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,0.05,60.02,2.03,0.12,2.01,2.01,2.01,2.24,2.24,2.9
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes1.cnf,1,0.02,60.11,2.01,0.03,0.52,1.99,2,2.11,2.11,2.42
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes6.cnf,1,0.04,60.02,2.02,0.11,2.05,2,2.08,2.24,2.23,2.92
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes7.cnf,1,0.04,62,2.02,0.08,1.26,1.98,2.04,2.18,2.18,2.65
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf,1,0.01,60.08,2.01,0.01,0.24,2,2,2.09,2.07,2.16
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf,1,0.03,60.02,2.01,0.06,0.92,2,2,2.16,2.15,2.53
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes3.cnf,1,0.03,60.02,2.02,0.11,1.69,2,2.03,2.21,2.2,3.48
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf,1,0.01,60.11,2.01,0.02,0.37,1.99,2.02,2.1,2.1,2.36
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,0.04,60.03,2.01,0.1,1.68,1.99,2.02,2.22,2.2,3.46
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g1.cnf,1,0.05,60.02,2.02,0.1,1.67,2,2.05,2.2,2.21,3.47
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf,1,0.02,60.32,2.02,0.03,2.96,2,2.01,2.15,2.13,2.35
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0.01,60.01,2.01,0.02,0.23,2,2,2.1,2.1,2.17
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0.01,62.06,1.06,0.01,1.89,1.99,2,2.1,2.09,1.55
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,0,38.24,0.36,0.01,0.05,0.04,2,2.17,2.11,1.27
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g9.cnf,1,0.01,60.01,2.01,0.07,0.54,1.99,2.02,2.1,2.1,2.47
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g10.cnf,1,0.04,60.02,2.01,0.1,1.66,2,2.04,2.2,2.2,3.43
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,0.01,60.51,2.01,0.02,0.24,1.99,2,2.13,2.07,2.19
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0.03,61.57,2.02,0.08,1.27,2,2.01,2.18,2.17,2.66
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,0.01,60.62,2.01,0.02,0.37,2,2,2.11,2.09,2.18
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,1,0.03,60.03,2.01,0.07,1.25,2,2.02,2.2,2.17,2.67
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0.01,60.01,2.01,0.02,0.37,2,2.01,2.12,2.09,2.16
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,0.01,62.28,0.55,0.01,0.77,2,2,2.08,2.06,1.48
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0.01,60.02,1.4,0.01,0.15,1.99,2,2.11,2.1,1.39
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,0,60.36,0.59,0.01,0.08,2,2,2.11,2.08,0.71
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p30-s70617701.cnf,1,0,60.01,1.14,0.01,0.17,2,2,2.09,2.08,1.61
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1,0.01,60.3,0.4,0,0.05,1.99,2,2.11,2.09,0.5
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,0,60.83,0.94,0.01,0.13,1.99,2,2.1,2.07,1.23
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,0.01,60.21,2.01,0.01,0.22,2,2,2.09,2.08,2
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,1,0.01,61.89,2.01,0.02,0.38,1.99,2,2.1,2.09,2.2
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0.01,61.91,2.01,0.03,0.38,2,2,2.1,2.08,2.41
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0.01,60.3,2.01,0.02,0.31,1.99,2,2.1,2.09,2.21
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,0.02,62.97,2.01,0.03,0.55,2,2,2.13,2.12,2.24
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,1,0.02,61.44,2.01,0.06,0.68,2,2.01,2.13,2.11,2.38
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0.03,60.01,2.01,0.04,0.65,2,2,2.12,2.11,2.73
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,0.03,63.33,2.01,0.05,0.7,1.99,2.01,2.13,2.12,2.52
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf,1,0.05,60.02,2.02,0.09,1.52,2,2.05,2.21,2.2,2.55
