@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute base numeric
@attribute sp numeric
@attribute dia numeric
@attribute cl numeric
@attribute unit numeric
@attribute ls numeric
@attribute lobjois numeric
@attribute tud_base numeric
@attribute tud_clausesf numeric
@attribute tud_resf numeric
@attribute tud_varf numeric
@attribute tud_derivativef numeric
@attribute tud_big numeric
@attribute tud_const numeric
@attribute tud_rwhf numeric
@attribute tud_xor numeric

@data
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satCompetition2011Unselected/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.150-NOTKNOWN.cnf.gz,1,443.184,57.508,26.376,21.32,18.812,28.156,18.616,5.02,?,?,?,0.06,1.16,1.388,2.964,3.98
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satCompetition2011Unselected/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.140-NOTKNOWN.cnf.gz,1,372.964,56.868,26.452,21.296,19.276,28.164,18.352,5.096,?,?,?,0,1.004,1.1,2.536,3.476
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satCompetition2011Unselected/SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.045-NOTKNOWN.cnf.gz,1,140.956,24.44,14.532,9.48,26.52,10.74,6.496,1.504,?,?,?,0,0.504,0.568,0.872,1.228
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satCompetition2011Unselected/SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.035-NOTKNOWN.cnf.gz,1,177.852,36.672,16.264,11.288,38.036,13.048,8.476,1.836,?,?,?,0,0.592,0.644,0.976,1.38
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satCompetition2011Unselected/SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.045-SAT.cnf.gz,1,341.54,50.452,18.432,13.408,43.144,16.208,10.628,2.416,?,?,?,0,0.828,0.916,1.376,1.952
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satCompetition2011Unselected/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.075-NOTKNOWN.cnf.gz,1,73.924,11.332,14.316,9.332,13.424,9.56,6.332,0.884,6.056,7.14,1.584,0.016,0.412,0.472,0.468,0.716
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satCompetition2011Unselected/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.085-SAT.cnf.gz,1,99.936,13.384,15.064,9.916,12.944,10.452,6.964,1,7.324,8.232,1.856,0.02,0.476,0.544,0.54,0.832
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satCompetition2011Unselected/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.075-NOTKNOWN.cnf.gz,1,74.016,11.264,14.356,9.296,13.452,9.584,6.516,0.884,6.2,7.184,1.552,0.02,0.408,0.464,0.476,0.744
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satCompetition2011Unselected/SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.gz,1,134.084,18.864,14.344,9.16,6.14,9.904,6.34,1.308,?,?,13.508,0.008,0.596,0.616,0.66,1.068
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/01_rule/SAT_dat.k90.cnf.gz,1,25.424,7.556,11.608,6.58,1.628,6.136,3.564,0.352,1.528,1.816,0.228,0.012,0.148,0.196,0.184,0.296
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/06_rule/SAT_dat.k100.cnf.gz,1,28.136,9.112,12.804,7.788,2.788,7.412,4.744,0.528,3.24,3.62,0.264,0.008,0.212,0.292,0.24,0.412
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/07_rule/SAT_dat.k65.cnf.gz,1,0.348,0.284,0.708,1.852,0.204,4.632,2.084,0.052,0.064,0.044,0.024,0,0.024,0.024,0.012,0.032
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/07_rule/SAT_dat.k75.cnf.gz,1,0.36,0.296,0.708,1.824,0.204,4.664,2.092,0.056,0.072,0.052,0.032,0,0.024,0.028,0.016,0.04
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/11_rule_1/SAT_dat.k80.cnf.gz,1,39.136,12.176,15.716,10.756,5.756,10.68,7.736,1.044,5.708,6.252,0.476,0.012,0.468,0.628,0.484,0.916
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/11_rule_1/SAT_dat.k85.cnf.gz,1,41.4,12.856,16.056,11.156,6.108,11.02,8.036,1.108,6.096,6.648,0.532,0.028,0.512,0.692,0.544,1.012
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/11_rule_1/SAT_dat.k90.cnf.gz,1,43.644,12.872,16.5,11.44,6.508,11.476,8.408,1.176,6.484,7.052,0.548,0.008,0.516,0.72,0.56,1.068
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/11_rule_1/SAT_dat.k95.cnf.gz,1,46.124,13.844,16.884,11.86,6.892,11.876,8.92,1.244,6.94,7.528,0.592,0.032,0.564,0.72,0.552,1.056
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/11_rule_3/SAT_dat.k100.cnf.gz,1,48.712,14.352,17.152,12.148,7.164,12.284,9.224,1.3,7.3,7.952,0.616,0,0.516,0.74,0.584,1.132
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/11_rule_3/SAT_dat.k95.cnf.gz,1,46.24,13.696,16.932,11.876,6.852,11.832,8.776,1.236,6.924,7.524,0.592,0.004,0.488,0.696,0.56,1.04
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/13_rule_1/SAT_dat.k10.cnf.gz,1,21.776,4.084,10.872,5.84,1.552,5.412,2.832,0.2,3.424,2.876,0.088,0,0.072,0.1,0.068,0.16
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/13_rule_1/SAT_dat.k30.cnf.gz,1,21.044,5.884,10.584,5.54,0.984,5.104,2.568,0.136,2.04,1.732,0.064,0.004,0.052,0.068,0.048,0.104
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/14_rule_2/SAT_dat.k90.cnf.gz,1,27.64,6.66,12.096,7.1,2.38,6.692,4.076,0.432,1.44,1.688,0.204,0.008,0.2,0.264,0.212,0.348
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/26_rule/SAT_dat.k100.cnf.gz,1,94.964,21.468,22.372,17.42,12.616,19.128,14.64,2.06,?,?,1.616,0.08,0.844,1.584,1.076,1.784
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/28_rule/SAT_dat.k100.cnf.gz,1,24.152,7.46,11.516,6.568,1.576,6.068,3.528,0.328,1.536,1.728,0.22,0.004,0.128,0.172,0.144,0.236
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2002/30_rule/SAT_dat.k55.cnf.gz,1,27.272,8.124,12.14,7.18,2.164,6.8,4.132,0.484,2.388,2.808,0.292,0.008,0.188,0.256,0.228,0.388
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/01/IBM_FV_2004_rule_batch_01_SAT_dat.k100.cnf.gz,1,23.644,4.728,11.02,6.008,1.036,5.444,3.016,0.236,0.948,1.112,0.104,0.004,0.104,0.14,0.116,0.188
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/01/IBM_FV_2004_rule_batch_01_SAT_dat.k95.cnf.gz,1,23.304,3.908,10.972,5.944,0.988,5.344,2.932,0.224,0.912,1.076,0.104,0.004,0.1,0.132,0.112,0.168
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/07/IBM_FV_2004_rule_batch_07_SAT_dat.k35.cnf.gz,1,0.364,0.268,0.68,1.408,0.18,4.736,2.08,0.036,0.044,0.04,0.02,0,0.02,0.02,0.016,0.028
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/07/IBM_FV_2004_rule_batch_07_SAT_dat.k55.cnf.gz,1,0.364,0.28,0.696,1.416,0.188,4.72,2.088,0.044,0.06,0.048,0.028,0,0.024,0.028,0.016,0.036
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/07/IBM_FV_2004_rule_batch_07_SAT_dat.k90.cnf.gz,1,0.376,0.296,0.704,1.424,0.208,4.78,2.104,0.064,0.084,0.06,0.036,0,0.028,0.036,0.016,0.048
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/07/IBM_FV_2004_rule_batch_07_SAT_dat.k95.cnf.gz,1,0.376,0.288,0.704,1.408,0.204,4.884,2.108,0.064,0.088,0.064,0.04,0,0.032,0.04,0.02,0.052
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/20/IBM_FV_2004_rule_batch_20_SAT_dat.k75.cnf.gz,1,25.872,7.852,12.184,7.16,3.184,6.824,4.16,0.42,2.476,2.824,0.212,0.008,0.22,0.268,0.228,0.372
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/22/IBM_FV_2004_rule_batch_22_SAT_dat.k100.cnf.gz,1,33.34,9.852,13.792,8.66,4.256,8.488,5.608,0.664,3.72,4.184,0.368,0.032,0.34,0.424,0.36,0.584
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/22/IBM_FV_2004_rule_batch_22_SAT_dat.k65.cnf.gz,1,25.808,8.396,12.32,7.352,2.524,6.948,4.316,0.428,2.296,2.572,0.224,0.008,0.192,0.264,0.224,0.364
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/23/IBM_FV_2004_rule_batch_23_SAT_dat.k90.cnf.gz,1,30.456,9.784,13.216,8.188,4.176,8.032,5.236,0.572,3.008,3.48,0.324,0.016,0.28,0.356,0.312,0.488
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/26/IBM_FV_2004_rule_batch_26_SAT_dat.k90.cnf.gz,1,86.552,23.512,22.24,17.208,19.56,18.7,14.196,1.62,?,?,1.444,0.032,0.728,1.844,0.88,1.412
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/26/IBM_FV_2004_rule_batch_26_SAT_dat.k95.cnf.gz,1,86.964,23.832,22.86,17.816,19.276,19.608,15.028,1.72,?,?,1.44,0,0.688,1.72,0.856,1.352
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/3_11/IBM_FV_2004_rule_batch_3_11_SAT_dat.k100.cnf.gz,1,46.72,12.444,15.192,10.152,5.408,10.296,7.356,0.988,6.66,7.328,0.484,0.016,0.456,0.608,0.492,0.808
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/3_11/IBM_FV_2004_rule_batch_3_11_SAT_dat.k90.cnf.gz,1,41.676,11.352,14.612,9.552,4.64,9.412,6.528,0.9,5.988,6.632,0.468,0.028,0.436,0.576,0.456,0.768
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/ibm/2004/30/IBM_FV_2004_rule_batch_30_SAT_dat.k75.cnf.gz,1,30.972,8.404,12.292,7.216,4.192,6.96,4.272,0.496,3.12,3.504,0.22,0.008,0.228,0.284,0.228,0.4
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c10bi.cnf.gz,1,22.944,7.212,11.792,6.788,1.892,6.232,3.796,0.4,5.916,5.244,0.128,0.02,0.212,0.324,0.188,0.412
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c10bid_s.cnf.gz,1,27.032,9.236,13.352,8.324,4.844,7.896,5.344,0.78,7.468,6.872,0.212,0.004,0.388,0.544,0.324,0.648
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c10bid.cnf.gz,1,27.868,9.468,13.568,8.588,3.82,8.248,5.54,0.8,9.404,8.44,0.228,0.016,0.384,0.624,0.352,0.716
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c10bidw_i.cnf.gz,1,26.532,9.06,13.308,8.32,4.468,7.936,5.268,0.744,8.512,7.656,0.216,0,0.348,0.528,0.312,0.668
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c10bidw_s.cnf.gz,1,27.272,9.48,13.48,8.476,3.76,8.044,5.42,0.796,7.696,7.076,0.216,0.008,0.352,0.544,0.324,0.648
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c10i_i.cnf.gz,1,21.604,3.584,11.16,6.148,1.42,5.552,3.148,0.244,3.748,3.3,0.072,0.004,0.132,0.204,0.128,0.244
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c10id.cnf.gz,1,25.352,8.152,12.604,7.6,3.04,7.192,4.568,0.592,6.44,5.748,0.14,0,0.292,0.46,0.268,0.568
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c10idw.cnf.gz,1,25.452,8.476,12.608,7.56,2.948,7.148,4.536,0.588,6.356,5.776,0.164,0,0.28,0.456,0.272,0.572
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c10n.cnf.gz,1,21.104,2.596,10.856,5.836,0.892,5.156,2.812,0.2,1.152,1.196,0.052,0,0.092,0.132,0.084,0.156
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c10ni_i.cnf.gz,1,22.572,5.2,11.632,6.616,2.72,6.112,3.584,0.344,5.448,4.72,0.1,0,0.176,0.268,0.152,0.324
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c10ni.cnf.gz,1,25.832,9.024,13.028,8.012,3.164,7.616,5.036,0.7,7.904,7.164,0.188,0,0.332,0.508,0.288,0.636
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c10nid_s.cnf.gz,1,31.828,11.628,14.864,9.8,7.584,9.856,6.844,1.156,10.292,9.74,0.312,0,0.556,0.904,0.492,1.072
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c10nidw_i.cnf.gz,1,26.18,9.308,13.168,8.12,3.2,7.748,5.08,0.72,8.396,7.432,0.196,0,0.348,0.516,0.304,0.612
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c6bi_i.cnf.gz,1,20.736,1.848,10.576,5.544,0.756,5.1,2.552,0.132,0.432,0.484,0.044,0.008,0.076,0.092,0.06,0.112
industrial/SAT-Challenge-2012/SATChallenge2012_Application/satRaceUnselected/manolios/cnf/c6bi.cnf.gz,1,20.868,2.18,10.684,5.66,0.712,5.08,2.664,0.16,0.548,0.612,0.056,0.008,0.092,0.132,0.08,0.144
