@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute algorithm string
@attribute runtime numeric
@attribute runstatus string

@data
rue_1000-237,1,eax,7.25,ok
rue_1000-238,1,eax,8.045,ok
rue_1000-239,1,eax,3600,timeout
rue_1000-24,1,eax,7.71,ok
rue_1000-240,1,eax,9.11,ok
rue_1000-241,1,eax,3600,timeout
rue_1000-242,1,eax,7.105,ok
rue_1000-243,1,eax,3600,timeout
rue_1000-244,1,eax,8.18,ok
rue_1000-245,1,eax,7.705,ok
rue_1000-246,1,eax,7.96,ok
rue_1000-247,1,eax,7.675,ok
rue_1000-248,1,eax,3600,timeout
rue_1000-249,1,eax,7.555,ok
rue_1000-25,1,eax,7.69,ok
rue_1000-250,1,eax,10.16,ok
rue_1000-251,1,eax,10.025,ok
rue_1000-252,1,eax,3600,timeout
rue_1000-253,1,eax,7.44,ok
rue_1000-254,1,eax,7.6,ok
rue_1000-255,1,eax,7.35,ok
rue_1000-256,1,eax,7.945,ok
rue_1000-257,1,eax,7.275,ok
rue_1000-258,1,eax,7.665,ok
rue_1000-259,1,eax,7.49,ok
rue_1000-26,1,eax,8.055,ok
rue_1000-260,1,eax,7.31,ok
rue_1000-261,1,eax,3600,timeout
rue_1000-262,1,eax,3600,timeout
rue_1000-263,1,eax,7.31,ok
rue_1000-264,1,eax,7.865,ok
rue_1000-265,1,eax,7.465,ok
rue_1000-266,1,eax,8.12,ok
rue_1000-267,1,eax,7.825,ok
rue_1000-268,1,eax,8.54,ok
rue_1000-269,1,eax,7.42,ok
rue_1000-27,1,eax,8.85,ok
rue_1000-270,1,eax,7.625,ok
rue_1000-271,1,eax,6.91,ok
rue_1000-272,1,eax,9.39,ok
rue_1000-273,1,eax,10.955,ok
rue_1000-274,1,eax,7.735,ok
rue_1000-275,1,eax,7.885,ok
rue_1000-276,1,eax,3600,timeout
rue_1000-277,1,eax,3600,timeout
rue_1000-278,1,eax,7.375,ok
rue_1000-279,1,eax,7.565,ok
rue_1000-28,1,eax,7.295,ok
rue_1000-280,1,eax,3600,timeout
rue_1000-281,1,eax,7.975,ok
rue_1000-282,1,eax,10.825,ok
rue_1000-283,1,eax,7.355,ok
rue_1000-284,1,eax,7.935,ok
rue_1000-285,1,eax,3600,timeout
rue_1000-286,1,eax,3600,timeout
rue_1000-287,1,eax,9.76,ok
rue_1000-288,1,eax,7.565,ok
rue_1000-289,1,eax,7.38,ok
rue_1000-29,1,eax,8.58,ok
rue_1000-290,1,eax,7.065,ok
rue_1000-291,1,eax,7.66,ok
rue_1000-292,1,eax,3600,timeout
rue_1000-293,1,eax,5.98,ok
rue_1000-294,1,eax,6.255,ok
rue_1000-295,1,eax,6.12,ok
rue_1000-296,1,eax,7.32,ok
rue_1000-297,1,eax,6.885,ok
rue_1000-298,1,eax,6.29,ok
rue_1000-299,1,eax,7.94,ok
rue_1000-3,1,eax,7.835,ok
rue_1000-30,1,eax,6.815,ok
rue_1000-300,1,eax,7.965,ok
rue_1000-301,1,eax,3600,timeout
rue_1000-302,1,eax,3600,timeout
rue_1000-303,1,eax,7.41,ok
rue_1000-304,1,eax,8.15,ok
rue_1000-305,1,eax,9.125,ok
rue_1000-306,1,eax,8.275,ok
rue_1000-307,1,eax,7.94,ok
rue_1000-308,1,eax,3600,timeout
rue_1000-309,1,eax,3600,timeout
rue_1000-31,1,eax,8.375,ok
rue_1000-310,1,eax,8.17,ok
rue_1000-311,1,eax,3600,timeout
rue_1000-312,1,eax,10.43,ok
rue_1000-313,1,eax,7.935,ok
rue_1000-314,1,eax,7.535,ok
rue_1000-315,1,eax,8.31,ok
rue_1000-316,1,eax,7.705,ok
rue_1000-317,1,eax,8.035,ok
rue_1000-318,1,eax,7.9,ok
rue_1000-319,1,eax,3600,timeout
rue_1000-32,1,eax,8.145,ok
rue_1000-320,1,eax,3600,timeout
rue_1000-321,1,eax,7.945,ok
rue_1000-322,1,eax,8.625,ok
rue_1000-323,1,eax,7.565,ok
rue_1000-324,1,eax,3600,timeout
rue_1000-325,1,eax,7.69,ok
rue_1000-326,1,eax,7.89,ok
rue_1000-327,1,eax,3600,timeout
rue_1000-328,1,eax,8.705,ok
rue_1000-329,1,eax,6.755,ok
rue_1000-33,1,eax,11.7,ok
rue_1000-330,1,eax,8.005,ok
rue_1000-331,1,eax,7.585,ok
rue_1000-332,1,eax,7.085,ok
rue_1000-333,1,eax,7.78,ok
rue_1000-334,1,eax,3600,timeout
rue_1000-335,1,eax,7.59,ok
rue_1000-336,1,eax,3600,timeout
rue_1000-337,1,eax,7.73,ok
rue_1000-338,1,eax,6.92,ok
rue_1000-339,1,eax,7.51,ok
rue_1000-34,1,eax,7.06,ok
rue_1000-340,1,eax,10.745,ok
rue_1000-341,1,eax,3600,timeout
rue_1000-342,1,eax,8.775,ok
rue_1000-343,1,eax,7.255,ok
rue_1000-344,1,eax,3600,timeout
rue_1000-345,1,eax,7.77,ok
rue_1000-346,1,eax,7.385,ok
rue_1000-347,1,eax,7.41,ok
rue_1000-348,1,eax,3600,timeout
rue_1000-349,1,eax,3600,timeout
rue_1000-35,1,eax,8.015,ok
rue_1000-350,1,eax,8.105,ok
rue_1000-351,1,eax,7.44,ok
rue_1000-352,1,eax,3600,timeout
rue_1000-353,1,eax,8.025,ok
rue_1000-354,1,eax,7.365,ok
rue_1000-355,1,eax,7.865,ok
rue_1000-356,1,eax,7.07,ok
rue_1000-357,1,eax,7.75,ok
rue_1000-358,1,eax,3600,timeout
rue_1000-359,1,eax,7.67,ok
rue_1000-36,1,eax,8.43,ok
rue_1000-360,1,eax,8.81,ok
rue_1000-361,1,eax,7.925,ok
rue_1000-362,1,eax,8.02,ok
rue_1000-363,1,eax,7.815,ok
rue_1000-364,1,eax,3600,timeout
rue_1000-365,1,eax,8.505,ok
rue_1000-366,1,eax,3600,timeout
rue_1000-367,1,eax,8.17,ok
rue_1000-368,1,eax,8.74,ok
rue_1000-369,1,eax,7.595,ok
rue_1000-37,1,eax,3600,timeout
rue_1000-370,1,eax,9.955,ok
rue_1000-371,1,eax,7.165,ok
rue_1000-372,1,eax,3600,timeout
rue_1000-373,1,eax,7.98,ok
rue_1000-374,1,eax,7.49,ok
rue_1000-375,1,eax,7.95,ok
rue_1000-376,1,eax,3600,timeout
rue_1000-377,1,eax,9.99,ok
rue_1000-378,1,eax,7.18,ok
rue_1000-379,1,eax,7.375,ok
rue_1000-38,1,eax,3600,timeout
rue_1000-380,1,eax,13.735,ok
rue_1000-381,1,eax,8.285,ok
rue_1000-382,1,eax,7.32,ok
rue_1000-383,1,eax,7.95,ok
rue_1000-384,1,eax,8.265,ok
rue_1000-385,1,eax,8.245,ok
rue_1000-386,1,eax,7.475,ok
rue_1000-387,1,eax,6.86,ok
rue_1000-388,1,eax,7.54,ok
rue_1000-389,1,eax,8.925,ok
rue_1000-39,1,eax,3600,timeout
rue_1000-390,1,eax,7.14,ok
rue_1000-391,1,eax,7.255,ok
rue_1000-392,1,eax,3600,timeout
rue_1000-393,1,eax,7.39,ok
rue_1000-394,1,eax,7.51,ok
rue_1000-395,1,eax,10.96,ok
rue_1000-396,1,eax,7.54,ok
rue_1000-397,1,eax,8.44,ok
rue_1000-398,1,eax,3600,timeout
rue_1000-399,1,eax,3600,timeout
rue_1000-4,1,eax,3600,timeout
rue_1000-40,1,eax,7.245,ok
rue_1000-400,1,eax,13.31,ok
rue_1000-401,1,eax,8.44,ok
rue_1000-402,1,eax,7.485,ok
rue_1000-403,1,eax,8.585,ok
rue_1000-404,1,eax,8.21,ok
rue_1000-405,1,eax,8.835,ok
rue_1000-406,1,eax,3600,timeout
rue_1000-407,1,eax,6.975,ok
rue_1000-408,1,eax,7.49,ok
rue_1000-409,1,eax,7.66,ok
rue_1000-41,1,eax,7.29,ok
rue_1000-410,1,eax,3600,timeout
rue_1000-411,1,eax,7.19,ok
rue_1000-412,1,eax,3600,timeout
rue_1000-413,1,eax,7.865,ok
rue_1000-414,1,eax,3600,timeout
rue_1000-415,1,eax,8.525,ok
rue_1000-416,1,eax,8.2,ok
rue_1000-417,1,eax,3600,timeout
rue_1000-418,1,eax,3600,timeout
rue_1000-419,1,eax,7.67,ok
rue_1000-42,1,eax,7.98,ok
rue_1000-420,1,eax,8.035,ok
rue_1000-421,1,eax,7.255,ok
rue_1000-422,1,eax,7.95,ok
rue_1000-423,1,eax,7.65,ok
rue_1000-424,1,eax,7.595,ok
rue_1000-425,1,eax,3600,timeout
rue_1000-426,1,eax,7.55,ok
rue_1000-427,1,eax,7.64,ok
rue_1000-428,1,eax,8.03,ok
rue_1000-429,1,eax,6.84,ok
rue_1000-43,1,eax,8.305,ok
rue_1000-430,1,eax,7.215,ok
rue_1000-431,1,eax,7.6,ok
rue_1000-432,1,eax,7.35,ok
rue_1000-433,1,eax,7.5,ok
rue_1000-434,1,eax,3600,timeout
rue_1000-435,1,eax,7.955,ok
rue_1000-436,1,eax,3600,timeout
rue_1000-437,1,eax,10.105,ok
rue_1000-438,1,eax,7.515,ok
rue_1000-439,1,eax,7.55,ok
rue_1000-44,1,eax,3600,timeout
rue_1000-440,1,eax,9.275,ok
rue_1000-441,1,eax,7.325,ok
rue_1000-442,1,eax,9.94,ok
rue_1000-443,1,eax,6.95,ok
rue_1000-444,1,eax,8.32,ok
rue_1000-445,1,eax,7.34,ok
rue_1000-446,1,eax,9.27,ok
rue_1000-447,1,eax,7.475,ok
rue_1000-448,1,eax,8.115,ok
rue_1000-449,1,eax,7.555,ok
rue_1000-45,1,eax,3600,timeout
rue_1000-450,1,eax,8.695,ok
rue_1000-451,1,eax,8.265,ok
rue_1000-452,1,eax,8.285,ok
rue_1000-453,1,eax,3600,timeout
rue_1000-454,1,eax,8.115,ok
rue_1000-455,1,eax,3600,timeout
rue_1000-456,1,eax,10.62,ok
rue_1000-457,1,eax,8.015,ok
rue_1000-458,1,eax,7.585,ok
rue_1000-459,1,eax,7.63,ok
rue_1000-46,1,eax,8.395,ok
rue_1000-460,1,eax,7.99,ok
rue_1000-461,1,eax,7.705,ok
rue_1000-462,1,eax,3600,timeout
rue_1000-463,1,eax,6.98,ok
rue_1000-464,1,eax,6.8,ok
rue_1000-465,1,eax,7.3,ok
rue_1000-466,1,eax,8.065,ok
rue_1000-467,1,eax,8.18,ok
rue_1000-468,1,eax,8.295,ok
rue_1000-469,1,eax,7.61,ok
rue_1000-47,1,eax,7.525,ok
rue_1000-470,1,eax,3600,timeout
rue_1000-471,1,eax,7.9,ok
rue_1000-472,1,eax,7.86,ok
rue_1000-473,1,eax,9.905,ok
rue_1000-474,1,eax,3600,timeout
rue_1000-475,1,eax,7.545,ok
rue_1000-476,1,eax,7.97,ok
rue_1000-477,1,eax,7.145,ok
rue_1000-478,1,eax,7.29,ok
rue_1000-479,1,eax,8.1,ok
rue_1000-48,1,eax,10.51,ok
rue_1000-480,1,eax,8.215,ok
rue_1000-481,1,eax,8.615,ok
rue_1000-482,1,eax,8.285,ok
rue_1000-483,1,eax,3600,timeout
rue_1000-484,1,eax,7.665,ok
rue_1000-485,1,eax,3600,timeout
rue_1000-486,1,eax,7.98,ok
rue_1000-487,1,eax,8.045,ok
rue_1000-488,1,eax,8.1,ok
rue_1000-489,1,eax,3600,timeout
rue_1000-49,1,eax,7.815,ok
rue_1000-490,1,eax,7.805,ok
rue_1000-491,1,eax,7.95,ok
rue_1000-492,1,eax,8.31,ok
rue_1000-493,1,eax,3600,timeout
rue_1000-494,1,eax,7.805,ok
rue_1000-495,1,eax,8.29,ok
rue_1000-496,1,eax,8.08,ok
rue_1000-497,1,eax,7.525,ok
rue_1000-498,1,eax,7.645,ok
rue_1000-499,1,eax,8.79,ok
rue_1000-5,1,eax,10.465,ok
rue_1000-50,1,eax,7.35,ok
rue_1000-500,1,eax,7.79,ok
rue_1000-501,1,eax,9.145,ok
rue_1000-502,1,eax,8.265,ok
rue_1000-503,1,eax,8.085,ok
rue_1000-504,1,eax,7.57,ok
rue_1000-505,1,eax,7.06,ok
rue_1000-506,1,eax,3600,timeout
rue_1000-507,1,eax,8.055,ok
rue_1000-508,1,eax,7,ok
rue_1000-509,1,eax,8.28,ok
rue_1000-51,1,eax,3600,timeout
rue_1000-510,1,eax,7.585,ok
rue_1000-511,1,eax,7.69,ok
rue_1000-512,1,eax,7.02,ok
rue_1000-513,1,eax,7.32,ok
rue_1000-514,1,eax,8.71,ok
rue_1000-515,1,eax,8.03,ok
rue_1000-516,1,eax,9.95,ok
rue_1000-517,1,eax,7.605,ok
rue_1000-518,1,eax,7.485,ok
rue_1000-519,1,eax,7.5,ok
rue_1000-52,1,eax,3600,timeout
rue_1000-520,1,eax,3600,timeout
rue_1000-521,1,eax,8.075,ok
rue_1000-522,1,eax,3600,timeout
rue_1000-523,1,eax,7.7,ok
rue_1000-524,1,eax,8.32,ok
rue_1000-525,1,eax,7.93,ok
rue_1000-526,1,eax,3600,timeout
rue_1000-527,1,eax,7.59,ok
rue_1000-528,1,eax,8.255,ok
rue_1000-529,1,eax,8.63,ok
rue_1000-53,1,eax,8.45,ok
rue_1000-530,1,eax,7.81,ok
rue_1000-531,1,eax,7.485,ok
rue_1000-532,1,eax,8.06,ok
rue_1000-533,1,eax,7.085,ok
rue_1000-534,1,eax,3600,timeout
rue_1000-535,1,eax,8.05,ok
rue_1000-536,1,eax,8.07,ok
rue_1000-537,1,eax,3600,timeout
rue_1000-538,1,eax,7.375,ok
rue_1000-539,1,eax,7.075,ok
rue_1000-54,1,eax,7.82,ok
rue_1000-540,1,eax,3600,timeout
rue_1000-541,1,eax,7.455,ok
rue_1000-542,1,eax,7.715,ok
rue_1000-543,1,eax,7.93,ok
rue_1000-544,1,eax,7.56,ok
rue_1000-545,1,eax,3600,timeout
rue_1000-546,1,eax,7.85,ok
rue_1000-547,1,eax,7.09,ok
rue_1000-548,1,eax,7.735,ok
rue_1000-549,1,eax,7.53,ok
rue_1000-55,1,eax,3600,timeout
rue_1000-550,1,eax,6.9,ok
rue_1000-551,1,eax,7.54,ok
rue_1000-552,1,eax,7.895,ok
rue_1000-553,1,eax,7.825,ok
rue_1000-554,1,eax,3600,timeout
rue_1000-555,1,eax,7.975,ok
rue_1000-556,1,eax,8.03,ok
rue_1000-557,1,eax,6.555,ok
rue_1000-558,1,eax,3600,timeout
rue_1000-559,1,eax,7.53,ok
rue_1000-56,1,eax,8.43,ok
rue_1000-560,1,eax,5.695,ok
rue_1000-561,1,eax,7.45,ok
rue_1000-562,1,eax,6.615,ok
rue_1000-563,1,eax,3600,timeout
rue_1000-564,1,eax,7.995,ok
rue_1000-565,1,eax,6.96,ok
rue_1000-566,1,eax,3600,timeout
rue_1000-567,1,eax,3600,timeout
rue_1000-568,1,eax,5.41,ok
rue_1000-569,1,eax,3600,timeout
rue_1000-57,1,eax,7.34,ok
rue_1000-570,1,eax,7.565,ok
rue_1000-571,1,eax,7.755,ok
rue_1000-572,1,eax,6.805,ok
rue_1000-573,1,eax,7.16,ok
rue_1000-574,1,eax,8.54,ok
rue_1000-575,1,eax,7.705,ok
rue_1000-576,1,eax,7.95,ok
rue_1000-577,1,eax,7.535,ok
rue_1000-578,1,eax,3600,timeout
rue_1000-579,1,eax,8.085,ok
rue_1000-58,1,eax,8.19,ok
rue_1000-580,1,eax,7.38,ok
rue_1000-581,1,eax,9.48,ok
rue_1000-582,1,eax,8.33,ok
rue_1000-583,1,eax,7.87,ok
rue_1000-584,1,eax,3600,timeout
rue_1000-585,1,eax,7.75,ok
rue_1000-586,1,eax,7.795,ok
rue_1000-587,1,eax,3600,timeout
rue_1000-588,1,eax,7.87,ok
rue_1000-589,1,eax,7.495,ok
rue_1000-59,1,eax,7.575,ok
rue_1000-590,1,eax,7.475,ok
rue_1000-591,1,eax,8.15,ok
rue_1000-592,1,eax,8.715,ok
rue_1000-593,1,eax,8.86,ok
rue_1000-594,1,eax,7.38,ok
rue_1000-595,1,eax,3600,timeout
rue_1000-596,1,eax,7.785,ok
rue_1000-597,1,eax,9.085,ok
rue_1000-598,1,eax,8.69,ok
rue_1000-599,1,eax,8.51,ok
rue_1000-6,1,eax,6.64,ok
rue_1000-60,1,eax,7.22,ok
rue_1000-600,1,eax,7.99,ok
rue_1000-601,1,eax,8.23,ok
rue_1000-602,1,eax,7.715,ok
rue_1000-603,1,eax,8.56,ok
rue_1000-604,1,eax,7.75,ok
rue_1000-605,1,eax,3600,timeout
rue_1000-606,1,eax,3600,timeout
rue_1000-607,1,eax,8.14,ok
rue_1000-608,1,eax,7.9,ok
rue_1000-609,1,eax,8.37,ok
rue_1000-61,1,eax,3600,timeout
rue_1000-610,1,eax,7.42,ok
rue_1000-611,1,eax,7.15,ok
rue_1000-612,1,eax,3600,timeout
rue_1000-613,1,eax,7.875,ok
rue_1000-614,1,eax,7.585,ok
rue_1000-615,1,eax,6.82,ok
rue_1000-616,1,eax,7.72,ok
rue_1000-617,1,eax,3600,timeout
rue_1000-618,1,eax,3600,timeout
rue_1000-619,1,eax,8.665,ok
rue_1000-62,1,eax,7.695,ok
rue_1000-620,1,eax,7.15,ok
rue_1000-621,1,eax,8.195,ok
rue_1000-622,1,eax,6.525,ok
rue_1000-623,1,eax,7.245,ok
rue_1000-624,1,eax,3600,timeout
rue_1000-625,1,eax,9.045,ok
rue_1000-626,1,eax,3600,timeout
rue_1000-627,1,eax,8.22,ok
rue_1000-628,1,eax,6.795,ok
rue_1000-629,1,eax,7.12,ok
rue_1000-63,1,eax,3600,timeout
rue_1000-630,1,eax,8.11,ok
rue_1000-631,1,eax,5.745,ok
rue_1000-632,1,eax,7.715,ok
rue_1000-633,1,eax,7.32,ok
rue_1000-634,1,eax,7.91,ok
rue_1000-635,1,eax,3600,timeout
rue_1000-636,1,eax,7.7,ok
rue_1000-637,1,eax,8.35,ok
rue_1000-638,1,eax,7.525,ok
rue_1000-639,1,eax,3600,timeout
rue_1000-64,1,eax,8.39,ok
rue_1000-640,1,eax,7.08,ok
rue_1000-641,1,eax,7.905,ok
rue_1000-642,1,eax,3600,timeout
rue_1000-643,1,eax,8.28,ok
rue_1000-644,1,eax,7.01,ok
rue_1000-645,1,eax,7.77,ok
rue_1000-646,1,eax,7.265,ok
rue_1000-647,1,eax,8.07,ok
rue_1000-648,1,eax,8.22,ok
rue_1000-649,1,eax,7.39,ok
rue_1000-65,1,eax,7.515,ok
rue_1000-650,1,eax,10.245,ok
rue_1000-651,1,eax,7.795,ok
rue_1000-652,1,eax,7.13,ok
rue_1000-653,1,eax,8.135,ok
rue_1000-654,1,eax,7.545,ok
rue_1000-655,1,eax,7.28,ok
rue_1000-656,1,eax,7.765,ok
rue_1000-657,1,eax,7.965,ok
rue_1000-658,1,eax,3600,timeout
rue_1000-659,1,eax,7.01,ok
rue_1000-66,1,eax,7.545,ok
rue_1000-660,1,eax,22.785,ok
rue_1000-661,1,eax,8.105,ok
rue_1000-662,1,eax,7.83,ok
rue_1000-663,1,eax,7.305,ok
rue_1000-664,1,eax,7.125,ok
rue_1000-665,1,eax,7.47,ok
rue_1000-666,1,eax,7.68,ok
rue_1000-667,1,eax,7.465,ok
rue_1000-668,1,eax,7.9,ok
rue_1000-669,1,eax,3600,timeout
rue_1000-67,1,eax,7.985,ok
rue_1000-670,1,eax,8.465,ok
rue_1000-671,1,eax,8.05,ok
rue_1000-672,1,eax,3600,timeout
rue_1000-673,1,eax,7.69,ok
rue_1000-674,1,eax,3600,timeout
rue_1000-675,1,eax,7.01,ok
rue_1000-676,1,eax,7.32,ok
rue_1000-677,1,eax,8.635,ok
rue_1000-678,1,eax,3600,timeout
rue_1000-679,1,eax,9.255,ok
rue_1000-68,1,eax,7.905,ok
rue_1000-680,1,eax,7.005,ok
rue_1000-681,1,eax,8.025,ok
rue_1000-682,1,eax,3600,timeout
rue_1000-683,1,eax,7.16,ok
rue_1000-684,1,eax,3600,timeout
rue_1000-685,1,eax,7.96,ok
rue_1000-686,1,eax,9.2,ok
rue_1000-687,1,eax,7.16,ok
rue_1000-688,1,eax,7.42,ok
rue_1000-689,1,eax,7.755,ok
rue_1000-69,1,eax,7.195,ok
rue_1000-690,1,eax,7.755,ok
rue_1000-691,1,eax,8.04,ok
rue_1000-692,1,eax,3600,timeout
rue_1000-693,1,eax,8.085,ok
rue_1000-694,1,eax,9.03,ok
rue_1000-695,1,eax,8.575,ok
rue_1000-696,1,eax,8.355,ok
rue_1000-697,1,eax,8.53,ok
rue_1000-698,1,eax,7.09,ok
rue_1000-699,1,eax,9.02,ok
rue_1000-7,1,eax,7.83,ok
rue_1000-70,1,eax,5.93,ok
rue_1000-700,1,eax,8.03,ok
rue_1000-701,1,eax,7.205,ok
rue_1000-702,1,eax,3600,timeout
rue_1000-703,1,eax,3600,timeout
rue_1000-704,1,eax,10.85,ok
rue_1000-705,1,eax,7.22,ok
rue_1000-706,1,eax,3600,timeout
rue_1000-707,1,eax,7.89,ok
rue_1000-708,1,eax,7.57,ok
rue_1000-709,1,eax,7.13,ok
rue_1000-71,1,eax,7.865,ok
rue_1000-710,1,eax,6.37,ok
rue_1000-711,1,eax,6.205,ok
rue_1000-712,1,eax,6.605,ok
rue_1000-713,1,eax,6.855,ok
rue_1000-714,1,eax,6.685,ok
rue_1000-715,1,eax,6.35,ok
rue_1000-716,1,eax,3600,timeout
