@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute num_nodes numeric
@attribute cost_matrix_avg numeric
@attribute cost_matrix_std numeric
@attribute cost_matrix_skew numeric
@attribute stdTime numeric
@attribute mst_length numeric
@attribute mst_length_avg numeric
@attribute mst_length_std numeric
@attribute mst_length_skew numeric
@attribute mst_degree_avg numeric
@attribute mst_degree_std numeric
@attribute mst_degree_skew numeric
@attribute mstTime numeric
@attribute cluster_distance_avg numeric
@attribute cluster_distance_std numeric
@attribute cluster_distance_skew numeric
@attribute clusterTime numeric
@attribute tour_const_heu_avg numeric
@attribute tour_const_std numeric
@attribute tour_const_skew numeric
@attribute ls_impov_per_step_avg numeric
@attribute ls_impov_per_step_std numeric
@attribute ls_impov_per_step_skew numeric
@attribute ls_steps_2lm_avg numeric
@attribute ls_steps_2lm_std numeric
@attribute ls_steps_2lm_skew numeric
@attribute ls_maxdist_avg numeric
@attribute ls_maxdist_std numeric
@attribute ls_maxdist_skew numeric
@attribute ls_bestsol_avg numeric
@attribute ls_bestsol_std numeric
@attribute ls_bestsol_skew numeric
@attribute ls_backbone_avg numeric
@attribute ls_backbone_std numeric
@attribute ls_backbone_skew numeric
@attribute lpTime numeric
@attribute bc_improv_per_cut_avg numeric
@attribute bc_improv_per_cut_std numeric
@attribute bc_improv_per_cut_skew numeric
@attribute bc_upper_lower_ratio numeric
@attribute bc_no1s_min numeric
@attribute bc_no1s_q25 numeric
@attribute bc_no1s_q50 numeric
@attribute bc_no1s_q75 numeric
@attribute bc_no1s_max numeric
@attribute bc_p1s numeric
@attribute bc_pn1s numeric
@attribute bcTime numeric
@attribute acc numeric
@attribute acfTime numeric
@attribute angle_min numeric
@attribute angle_median numeric
@attribute angle_mean numeric
@attribute angle_max numeric
@attribute angle_sd numeric
@attribute angle_span numeric
@attribute angle_coef_of_var numeric
@attribute centroid_centroid_x numeric
@attribute centroid_centroid_y numeric
@attribute centroid_dist_min numeric
@attribute centroid_dist_median numeric
@attribute centroid_dist_mean numeric
@attribute centroid_dist_max numeric
@attribute centroid_dist_sd numeric
@attribute centroid_dist_span numeric
@attribute centroid_dist_coef_of_var numeric
@attribute cluster_01pct_number_of_clusters numeric
@attribute cluster_01pct_mean_distance_to_centroid numeric
@attribute cluster_05pct_number_of_clusters numeric
@attribute cluster_05pct_mean_distance_to_centroid numeric
@attribute cluster_10pct_number_of_clusters numeric
@attribute cluster_10pct_mean_distance_to_centroid numeric
@attribute bounding_box_10_ratio_of_cities_outside_box numeric
@attribute bounding_box_20_ratio_of_cities_outside_box numeric
@attribute bounding_box_30_ratio_of_cities_outside_box numeric
@attribute chull_area numeric
@attribute chull_points_on_hull numeric
@attribute distance_distances_shorter_mean_distance numeric
@attribute distance_distinct_distances numeric
@attribute distance_mode_frequency numeric
@attribute distance_mode_quantity numeric
@attribute distance_mode_mean numeric
@attribute distance_mean_tour_length numeric
@attribute distance_sum_of_lowest_edge_values numeric
@attribute distance_min numeric
@attribute distance_median numeric
@attribute distance_mean numeric
@attribute distance_max numeric
@attribute distance_sd numeric
@attribute distance_span numeric
@attribute distance_coef_of_var numeric
@attribute modes_number numeric
@attribute mst_depth_min numeric
@attribute mst_depth_median numeric
@attribute mst_depth_mean numeric
@attribute mst_depth_max numeric
@attribute mst_depth_sd numeric
@attribute mst_depth_span numeric
@attribute mst_depth_coef_of_var numeric
@attribute mst_dists_min numeric
@attribute mst_dists_median numeric
@attribute mst_dists_mean numeric
@attribute mst_dists_max numeric
@attribute mst_dists_sd numeric
@attribute mst_dists_span numeric
@attribute mst_dists_coef_of_var numeric
@attribute mst_dists_sum numeric
@attribute nnds_min numeric
@attribute nnds_median numeric
@attribute nnds_mean numeric
@attribute nnds_max numeric
@attribute nnds_sd numeric
@attribute nnds_span numeric
@attribute nnds_coef_of_var numeric
@attribute popbestmin numeric
@attribute popbestmed numeric
@attribute popbestavg numeric
@attribute popbestmax numeric
@attribute popavgmin numeric
@attribute popavgmed numeric
@attribute popavgavg numeric
@attribute popavgmax numeric

@data
rue_1000-182,1,1000,522592.875464,0.476365,4.997797,0.07,0.039245,0.039284,0.467908,3.475574,1.998,0.335744,8.225212,0.03,0.072677,0.096431,-3.252745,4.53,0.049841,0,0,0.006433,0.000476,-1.145644,0.0974,0.000917,-1.145644,0.1785,0.020622,-1.145644,43.682115,0.044277,1.145644,0.914913,0.205209,-0.429561,1.2,0.002217,2.654972,0.372811,0.016634,0.125,0.5,0.5,0.5,0.875,0.88,0.247,0.21,480.132861,0.93,0.005415,1.633559,1.595059,3.140639,0.900388,3.135225,0.564486,0.500757,0.499222,0.012005,0.403065,0.38164,0.690284,0.147992,0.678279,0.387779,1,0.381544,1,0.38164,1,0.38164,0.385,0.645,0.837,0.982123,0.02,0.516196,1,1000,0.000001,0,1045.679312,16.715748,0,0.51073,0.522317,1.372092,0.249486,1.372092,0.477653,1,1,5.5,15.467,87,20.401842,86,1.319056,0.000225,0.020034,0.020539,0.062928,0.009615,0.062703,0.468142,0.000039,0,0.29846,0.333111,0.964141,0.242967,0.964141,0.729388,0.990757,0.994267,0.994457,0.999434,0.989655,0.993241,0.993532,0.998444
rue_1000-183,1,1000,521521.744608,0.475392,5.712019,0.07,0.040039,0.040079,0.470235,4.803698,1.998,0.333499,6.079403,0.04,0.076524,0.135347,3.252566,4.11,0.053595,0,-0,0.005308,0.000157,-1.145644,0.0977,0.000458,-1.145644,0.1359,0.005957,1.145644,44.703134,0.0224,-1.145641,0.88968,0.22763,-0.528268,1.23,0.00167,2.451491,0.403454,0.010695,0.083333,0.5,0.5,0.5,0.916667,0.895,0.215,0.2,511.439292,0.94,0.003496,1.488559,1.522572,3.139364,0.932867,3.135868,0.612692,0.496675,0.482375,0.00759,0.393744,0.384029,0.701343,0.139907,0.693753,0.364313,1,0.383732,1,0.384029,1,0.384029,0.353,0.632,0.851,0.987698,0.018,0.509726,1,1000,0.000001,0,1044.522533,17.076663,0,0.514568,0.521739,1.371915,0.248703,1.371915,0.476681,3,1,5,14.711,91,20.678324,90,1.405637,0.000688,0.020974,0.020932,0.053345,0.009848,0.052657,0.470471,0.00004,0,0.268183,0.32063,0.97277,0.234789,0.97277,0.732273,0.991659,0.995695,0.995677,0.99927,0.989997,0.993629,0.993889,0.998503
rue_1000-184,1,1000,525033.821794,0.475533,5.293795,0.07,0.040435,0.040475,0.463064,4.947165,1.998,0.346032,6.762573,0.03,0.076946,0.081125,-0.476352,3.24,0.05406,0,-0,0.007142,0.000311,2.44949,0.0966,0.00049,-2.44949,0.1704,0.005389,2.44949,44.778159,0.002457,-2.403376,0.949668,0.153751,-0.349614,1.14,0.002086,2.372738,0.426371,0.01299,0.083333,0.333333,0.5,0.5,0.833333,0.894,0.219,0.19,423.171826,0.93,0.007699,1.505283,1.551926,3.126465,0.90642,3.118766,0.584061,0.522234,0.496206,0.01039,0.394601,0.38461,0.709791,0.144711,0.699401,0.376253,1,0.384713,1,0.38461,1,0.38461,0.371,0.653,0.854,0.992214,0.017,0.514832,1,1000,0.000001,0,1050.118049,17.459998,0,0.513776,0.524534,1.393882,0.250109,1.393882,0.476822,2,1,5,13.5,86,18.942408,85,1.403141,0.00082,0.021089,0.021252,0.051031,0.009846,0.050211,0.463296,0.00004,0,0.304398,0.338548,0.97616,0.240682,0.97616,0.710924,0.990897,0.994046,0.994091,0.998789,0.989736,0.993317,0.993642,0.998386
rue_1000-185,1,1000,527211.14312,0.472673,7.105948,0.07,0.039845,0.039884,0.458086,3.306369,1.998,0.343854,7.570757,0.04,0.072503,0.096574,-16.042504,5.18,0.051083,0,0,0.006041,0.00036,-0.375,0.0949,0.0003,-0.375,0.1501,0.0063,0.375,44.402422,0.032131,0.375,0.884956,0.284783,-0.424024,1.02,0.002045,2.061685,0.489319,0.009445,0.083333,0.5,0.5,0.5,0.916667,0.92,0.164,0.17,490.433542,0.95,0.001616,1.621574,1.587974,3.139804,0.898467,3.138187,0.565794,0.505582,0.488791,0.012888,0.403639,0.389121,0.682647,0.137189,0.669759,0.352562,1,0.389255,1,0.389121,1,0.389121,0.368,0.676,0.867,0.975436,0.02,0.508062,1,1000,0.000001,0,1055.543273,17.145723,0,0.521212,0.527244,1.352069,0.249896,1.352069,0.473967,2,1,5,17.536,113,27.025008,112,1.541116,0.00077,0.020546,0.02105,0.052041,0.009647,0.051271,0.458315,0.00004,0,0.28541,0.331161,0.987088,0.240769,0.987088,0.727045,0.991112,0.994357,0.994692,0.99898,0.990345,0.993651,0.993923,0.998549
rue_1000-186,1,1000,529434.357669,0.473326,6.826264,0.07,0.039448,0.039487,0.475238,2.825793,1.998,0.344581,7.616793,0.03,0.076799,0.089981,-0.817583,4.47,0.05333,0,0,0.005549,0.000587,-1.145644,0.0968,0.006416,-1.145644,0.1541,0.02887,-1.145644,43.988565,0.062093,-1.145644,0.882613,0.233034,-0.55769,1.26,0.002876,1.833712,0.60081,0.011681,0.166667,0.5,0.5,0.5,0.833333,0.913,0.177,0.16,557.955578,0.94,0.001636,1.485257,1.502481,3.140205,0.8982,3.138568,0.597811,0.486394,0.501892,0.012164,0.40378,0.391406,0.694608,0.13641,0.682444,0.348513,1,0.390985,1,0.391406,1,0.391406,0.381,0.665,0.865,0.980196,0.021,0.506832,1,1000,0.000001,0,1060.135577,16.948089,0,0.524562,0.529538,1.364117,0.251329,1.364117,0.474619,3,1,5,15.721,103,23.905745,102,1.520625,0.00082,0.020134,0.020931,0.059152,0.009952,0.058333,0.475476,0.000039,0,0.278136,0.325058,0.982537,0.239217,0.982537,0.73592,0.991367,0.994055,0.994568,0.998718,0.990322,0.993546,0.993881,0.998451
rue_1000-187,1,1000,512912.461144,0.475403,5.138484,0.07,0.04006,0.0401,0.468142,4.901849,1.998,0.325131,8.978576,0.04,0.073493,0.089864,-1.280343,4.64,0.052615,0,-0,0.008434,0.000703,-0.375075,0.0801,0.010202,0.665867,0.1707,0.021818,-0.429756,44.619557,0.01661,0.377007,0.831947,0.321645,-0.590046,1.32,0.003061,2.211285,0.480901,0.016612,0.0625,0.5,0.5,0.5,0.9375,0.872,0.259,0.18,401.513306,0.94,0.000695,1.50084,1.527152,3.140419,0.892677,3.139724,0.584537,0.484287,0.494031,0.017711,0.393183,0.375774,0.716411,0.142391,0.6987,0.378927,1,0.375502,1,0.375774,1,0.375774,0.339,0.635,0.824,0.981448,0.02,0.513558,1,1000,0.000001,0,1026.95046,16.740844,0,0.503286,0.512962,1.378224,0.244525,1.378224,0.476692,2,1,5,20.493,128,32.120736,127,1.5674,0.000516,0.020339,0.02059,0.053017,0.009644,0.052501,0.468376,0.00004,0,0.290601,0.327475,0.994509,0.230207,0.994509,0.702976,0.992376,0.996102,0.995619,0.999043,0.989656,0.993337,0.993593,0.998435
rue_1000-188,1,1000,519680.379708,0.474537,5.750792,0.07,0.039593,0.039633,0.481615,3.080247,1.998,0.343124,8.750999,0.04,0.075467,0.093187,-2.034882,3.71,0.052637,0,-0,0.004654,0.000753,0.46214,0.0966,0.003583,-0.393486,0.1734,0.020573,-0.381957,44.856302,0.021701,-0.398242,0.784929,0.34744,-0.766104,1.28,0.00295,2.293285,0.445564,0.016558,0.125,0.5,0.5,0.5,0.875,0.87,0.266,0.19,492.584168,0.93,0.001107,1.542137,1.549788,3.141135,0.900419,3.140028,0.580995,0.502468,0.50846,0.014184,0.396517,0.382332,0.690402,0.13948,0.676218,0.364815,1,0.381806,1,0.382332,1,0.382332,0.358,0.646,0.85,0.981287,0.02,0.512218,1,1000,0.000001,0,1040.419907,16.708618,0,0.510964,0.51969,1.368122,0.247283,1.368122,0.475827,2,1,5,15.992,102,23.835773,101,1.490481,0.00058,0.020324,0.020617,0.057434,0.009935,0.056854,0.481856,0.00004,0,0.306956,0.342611,0.971003,0.236037,0.971003,0.688938,0.993069,0.995853,0.995896,0.999449,0.989852,0.993444,0.993782,0.998443
rue_1000-189,1,1000,527345.224118,0.474849,5.72943,0.07,0.038796,0.038835,0.476589,2.765786,1.998,0.334998,4.496386,0.03,0.074721,0.087482,-0.690427,3.87,0.050747,0,0,0.008442,0.000027,0.666667,0.0966,0.0048,-0.666667,0.1586,0.0112,0.666667,43.171944,0.012085,0.666667,0.90009,0.240742,-0.415449,1.23,0.002722,2.662814,1.161073,0.013767,0.166667,0.5,0.5,0.5,0.833333,0.886,0.232,0.16,508.66281,0.94,0.004373,1.570369,1.565092,3.141166,0.899946,3.136793,0.575011,0.510542,0.497778,0.02326,0.404346,0.387566,0.69005,0.142031,0.66679,0.36647,1,0.387428,1,0.387566,1,0.387566,0.382,0.636,0.852,0.982518,0.021,0.51077,1,1000,0.000001,0,1055.097716,16.477296,0,0.519266,0.527021,1.351924,0.250936,1.351924,0.47614,2,1,5,16.528,101,23.507484,100,1.422282,0.000782,0.019907,0.020487,0.051771,0.009769,0.050989,0.476828,0.000039,0,0.291521,0.337512,0.987313,0.245173,0.987313,0.726411,0.990708,0.993777,0.994388,0.998993,0.989573,0.993282,0.993577,0.998398
rue_1000-19,1,1000,517081.951001,0.474204,5.411146,0.07,0.040192,0.040232,0.45434,3.70186,1.998,0.326669,7.605886,0.03,0.074389,0.120604,2.143094,3.91,0.052831,0,0,0.006809,0.000757,-3.647017,0.0928,0.00694,-0.376331,0.1583,0.017482,-0.45264,44.675178,0.01185,1.274195,0.797448,0.341766,-0.712212,1.2,0.002391,2.254384,0.461656,0.013825,0.25,0.5,0.5,0.5,0.75,0.873,0.254,0.16,422.195859,0.93,0.011205,1.568887,1.552897,3.138977,0.907548,3.127772,0.584422,0.499464,0.494612,0.015214,0.395855,0.379446,0.683075,0.140501,0.667861,0.370278,1,0.379446,1,0.379446,1,0.379446,0.347,0.633,0.831,0.974515,0.024,0.513244,1,1000,0.000001,0,1034.525986,17.177713,0,0.507389,0.516746,1.343647,0.24571,1.343647,0.475496,1,1,5,15.302,93,21.409371,92,1.399122,0.000647,0.020112,0.020811,0.05107,0.00946,0.050423,0.454567,0.00004,0,0.299508,0.332657,0.945102,0.233566,0.945102,0.702122,0.99074,0.994675,0.994388,0.999326,0.989565,0.993127,0.99346,0.998443
rue_1000-190,1,1000,520389.128089,0.475711,5.386898,0.07,0.039298,0.039337,0.492106,1.843177,1.998,0.331238,5.960998,0.04,0.072329,0.102527,0.32644,5.19,0.050803,0,-0,0.004973,0.00109,0.936077,0.0938,0.00275,1.145644,0.1532,0.005056,0.909665,44.099864,0.019789,1.324396,0.845309,0.289623,-0.588516,1.43,0.003018,2.354997,0.622916,0.01659,0.5,0.5,0.5,0.5,0.5,0.897,0.206,0.19,525.461831,0.93,0.000507,1.523193,1.529421,3.140682,0.922594,3.140175,0.603231,0.503431,0.489903,0.0383,0.395445,0.38229,0.709123,0.142388,0.670823,0.37246,1,0.381588,1,0.38229,1,0.38229,0.358,0.631,0.836,0.98367,0.014,0.51225,1,1000,0.000001,0,1042.412759,16.477556,0,0.51167,0.520685,1.374657,0.248367,1.374657,0.477,1,1,5,14.182,78,18.656767,77,1.315524,0.000516,0.019575,0.020503,0.081279,0.010095,0.080763,0.492353,0.000039,0,0.290246,0.333332,0.997,0.238477,0.997,0.715433,0.990492,0.994394,0.994679,0.998929,0.989388,0.993261,0.993521,0.99845
rue_1000-191,1,1000,522070.964719,0.47771,4.923536,0.07,0.040119,0.040159,0.45263,7.173304,1.998,0.332747,8.017335,0.03,0.07332,0.087861,-1.238765,3.91,0.051533,0,-0,0.005992,0.000401,-0.666667,0.0948,0.0016,0.666667,0.172,0.006,-0.666667,44.996027,0.046132,0.666667,0.857633,0.276661,-0.550676,1.23,0.002099,2.188328,0.471738,0.011289,0.166667,0.5,0.5,0.5,0.833333,0.901,0.197,0.17,460.138846,0.94,0.006802,1.609467,1.570054,3.134732,0.912145,3.12793,0.580964,0.484114,0.501877,0.03183,0.400786,0.382233,0.711881,0.146376,0.680051,0.38295,1,0.382145,1,0.382233,1,0.382233,0.365,0.631,0.828,0.987272,0.017,0.514966,1,1000,0.000001,0,1045.063676,17.291296,0,0.511501,0.522009,1.392596,0.25004,1.392596,0.478995,2,1,5,18.364,110,26.53744,109,1.44508,0.001537,0.020581,0.020984,0.050104,0.009503,0.048567,0.452857,0.00004,0,0.279911,0.321137,0.994261,0.228871,0.994261,0.712691,0.991125,0.994689,0.994375,0.999119,0.990096,0.993595,0.993842,0.998483
rue_1000-192,1,1000,522956.817813,0.475554,5.069153,0.07,0.039373,0.039413,0.482246,4.313758,1.998,0.340192,4.702871,0.03,0.076351,0.110736,-2.241493,3.52,0.052312,0,0,0.010174,0.004456,1.145644,0.0898,0.001833,-1.145644,0.1474,0.012831,1.145644,43.923452,0.007558,1.145484,0.875657,0.238029,-0.587649,1.5,0.002334,2.334631,0.667325,0.011785,0.083333,0.416667,0.5,0.5,0.916667,0.865,0.277,0.2,435.163157,1,0.007812,1.551654,1.532389,3.135034,0.922888,3.127222,0.602254,0.493712,0.506714,0.016072,0.402948,0.382322,0.702161,0.146235,0.686089,0.38249,1,0.382322,1,0.382322,1,0.382322,0.378,0.645,0.836,0.986006,0.018,0.514988,1,1000,0.000001,0,1046.022422,16.463749,0,0.511585,0.522488,1.371756,0.249145,1.371756,0.476843,1,1,5,14.324,87,19.582198,86,1.36709,0.000565,0.02043,0.020613,0.052049,0.009946,0.051485,0.482488,0.000039,0,0.296797,0.332637,0.962872,0.230935,0.962872,0.694256,0.989054,0.993469,0.992892,0.999131,0.989262,0.993133,0.99338,0.998341
rue_1000-193,1,1000,522526.082495,0.475683,4.99001,0.07,0.039942,0.039982,0.460976,3.32899,1.998,0.339454,8.487031,0.03,0.076376,0.087991,-0.894787,3.49,0.053818,0,0,0.007727,0.001106,0.952901,0.0945,0.0015,0.375,0.1642,0.017452,1.408841,44.672849,0.018951,-1.813391,0.792393,0.30698,-0.856088,1.48,0.002935,2.449393,1.626725,0.012017,0.166667,0.5,0.5,0.5,0.833333,0.881,0.241,0.2,516.686465,0.95,0.0082,1.510506,1.536446,3.140027,0.88534,3.131827,0.576226,0.500302,0.496554,0.028898,0.399326,0.382628,0.689437,0.145088,0.660538,0.379188,1,0.382515,1,0.382628,1,0.382628,0.383,0.646,0.828,0.984244,0.022,0.514834,1,1000,0.000001,0,1045.657601,17.279665,0,0.511771,0.522306,1.368618,0.249125,1.368618,0.476972,2,1,5,20.538,130,32.913338,129,1.602558,0.000971,0.020774,0.020904,0.060965,0.009641,0.059994,0.461207,0.00004,0,0.288887,0.328106,0.973945,0.232969,0.973945,0.710043,0.990386,0.994548,0.994192,0.998696,0.989902,0.993505,0.993755,0.998507
rue_1000-194,1,1000,523607.447841,0.474337,5.574665,0.07,0.040339,0.04038,0.46685,6.577279,1.998,0.350349,6.2431,0.03,0.074789,0.086409,-0.960066,4.1,0.052271,0,0,0.005055,0.00042,-0.666667,0.098,0.006,-0.666667,0.137,0,-0,44.691032,0.040834,-0.666667,0.899281,0.241547,-0.417905,1.21,0.002289,2.507037,0.494086,0.013668,0.083333,0.5,0.5,0.5,0.916667,0.886,0.233,0.22,468.679057,0.94,0.000572,1.568355,1.56789,3.138587,0.907336,3.138015,0.578699,0.504276,0.495776,0.004012,0.399339,0.384107,0.691386,0.143381,0.687374,0.373285,1,0.384107,1,0.384107,1,0.384107,0.367,0.648,0.836,0.985617,0.016,0.512952,1,1000,0.000001,0,1048.208597,17.254872,0,0.514374,0.52358,1.37069,0.249029,1.37069,0.475628,3,1,4,17.277,112,27.163028,111,1.572207,0.000303,0.020638,0.021163,0.055141,0.009885,0.054838,0.467083,0.00004,0,0.293529,0.331383,0.973117,0.234764,0.973117,0.708437,0.991353,0.994171,0.994712,0.99872,0.989646,0.993379,0.993651,0.99842
rue_1000-195,1,1000,517374.121063,0.475676,5.079501,0.07,0.040232,0.040272,0.454274,3.708848,1.998,0.339454,5.697283,0.03,0.074096,0.103423,2.601141,4.62,0.053971,0,0,0.006862,0.001239,0.666667,0.0732,0.0124,0.666667,0.1212,0.0324,0.666667,44.734168,0.005686,-0.666741,0.901713,0.239112,-0.410532,1.2,0.001739,2.657576,0.38615,0.012771,0.05,0.5,0.5,0.5,0.95,0.877,0.248,0.17,447.531169,0.93,0.006895,1.642572,1.628591,3.140119,0.896687,3.133223,0.550591,0.495114,0.495878,0.005181,0.395859,0.379489,0.704664,0.144605,0.699482,0.381052,1,0.379489,1,0.379489,1,0.379489,0.361,0.63,0.837,0.991132,0.013,0.51423,1,1000,0.000001,0,1037.724436,17.210441,0,0.508213,0.518343,1.404571,0.247231,1.404571,0.476965,2,1,5,14.274,89,19.845472,88,1.390323,0.001118,0.020607,0.020896,0.052499,0.009497,0.051381,0.454501,0.00004,0,0.291931,0.331719,0.988697,0.23365,0.988697,0.704362,0.989806,0.993966,0.994206,0.998954,0.989387,0.993067,0.993404,0.99834
rue_1000-196,1,1000,513775.909458,0.475227,5.260336,0.07,0.040501,0.040541,0.468595,3.334662,1.998,0.337975,4.614041,0.03,0.076268,0.139459,3.187559,4.79,0.052794,0,-0,0.008638,0.002294,-1.145644,0.0797,0.004124,1.145644,0.1582,0.011915,-1.145644,44.899608,0.001519,1.106808,0.919963,0.200039,-0.410646,1.28,0.002224,2.493233,0.405109,0.014746,0.166667,0.5,0.5,0.5,0.833333,0.894,0.216,0.18,462.277573,0.93,0.011994,1.504616,1.537536,3.140502,0.895256,3.128509,0.582267,0.502818,0.50083,0.012455,0.390303,0.377734,0.698181,0.139566,0.685726,0.369483,1,0.377734,1,0.377734,1,0.377734,0.343,0.626,0.842,0.982162,0.018,0.512556,1,1000,0.000001,0,1029.184105,16.95414,0,0.504913,0.514077,1.368031,0.244966,1.368031,0.476516,1,1,5,13.492,86,18.702934,85,1.386224,0.000509,0.020204,0.020862,0.050425,0.009781,0.049916,0.46883,0.000041,0,0.290874,0.340113,0.978291,0.234861,0.978291,0.690537,0.990753,0.994015,0.99429,0.998849,0.989083,0.992843,0.993127,0.998267
rue_1000-197,1,1000,526984.924007,0.474321,5.963408,0.07,0.039815,0.039854,0.454954,3.751293,1.998,0.343854,4.452309,0.03,0.073245,0.086775,-1.223349,4.6,0.052432,0,0,0.006702,0.0001,1.75111,0.0981,0.002385,-0.385502,0.177,0.007759,-0.3908,44.45429,0.041475,0.543716,0.794281,0.349536,-0.718068,1.29,0.002561,2.438846,0.42199,0.016982,0.083333,0.416667,0.5,0.5,0.916667,0.887,0.235,0.18,481.215121,0.92,0.001463,1.637572,1.599024,3.141339,0.918582,3.139877,0.574464,0.506878,0.493137,0.017934,0.410638,0.386618,0.680313,0.143873,0.66238,0.372133,1,0.386434,1,0.386618,1,0.386618,0.385,0.639,0.844,0.980617,0.013,0.511404,1,1000,0.000001,0,1054.671204,17.195336,0,0.518781,0.526808,1.356201,0.250556,1.356201,0.475612,2,1,5,19.676,125,31.222746,124,1.586844,0.001835,0.020822,0.021017,0.052659,0.009566,0.050824,0.455182,0.00004,0,0.283502,0.328093,0.97448,0.236025,0.97448,0.719385,0.992819,0.99541,0.995799,0.999249,0.990109,0.993681,0.993945,0.998577
rue_1000-198,1,1000,527788.647315,0.474345,5.951801,0.07,0.040016,0.040056,0.459927,5.708705,1.998,0.340192,5.167184,0.03,0.075688,0.08816,-0.922499,2.84,0.053887,0,0,0.004994,0.000928,0.376286,0.0811,0.006518,0.54505,0.1517,0.007564,0.603839,44.512666,0.082543,-0.431584,0.818331,0.325875,-0.640951,1.3,0.002522,2.184461,0.469746,0.01353,0.166667,0.5,0.5,0.5,0.833333,0.883,0.24,0.2,534.446007,0.93,0.002009,1.515469,1.515672,3.131098,0.913845,3.129089,0.60293,0.50347,0.501989,0.008634,0.399928,0.388653,0.687491,0.141413,0.678857,0.363854,1,0.388303,1,0.388653,1,0.388653,0.384,0.658,0.842,0.987142,0.025,0.510482,1,1000,0.000001,0,1057.371654,17.466033,0,0.520363,0.528157,1.36882,0.251211,1.36882,0.475636,3,1,5,14.559,80,18.582406,79,1.276352,0.000512,0.020776,0.021177,0.0543,0.009745,0.053788,0.460158,0.00004,0,0.302143,0.339228,0.976441,0.243199,0.976441,0.716919,0.992426,0.995112,0.995787,0.999594,0.990058,0.993537,0.993811,0.998497
rue_1000-199,1,1000,516816.819677,0.474512,5.573041,0.07,0.040291,0.040331,0.473111,3.260695,1.998,0.337233,6.278201,0.03,0.076013,0.100378,-4.560592,3.85,0.05243,0,0,0.006044,0.00098,-22215646142866.5,0.098,0.001,-960767920.513147,0.1735,0.0125,-312749974122.991,45.063786,0.042014,-1592610.032589,0.859845,0.224575,-1.022235,1.25,0.002178,2.180015,0.475031,0.011548,0.166667,0.5,0.5,0.5,0.833333,0.884,0.236,0.18,455.679487,0.93,0.004955,1.489746,1.54699,3.140494,0.893523,3.135538,0.577588,0.500148,0.499923,0.010444,0.397982,0.379448,0.688917,0.140905,0.678472,0.371341,1,0.378393,1,0.379448,1,0.379448,0.36,0.647,0.835,0.980447,0.02,0.512372,1,1000,0.000001,0,1034.767745,16.85783,0,0.507854,0.516866,1.370392,0.245926,1.370392,0.475802,2,1,5,17.979,107,25.763197,106,1.43296,0.001118,0.020165,0.020867,0.062655,0.009877,0.061537,0.473348,0.00004,0,0.298902,0.33272,0.968028,0.226846,0.968028,0.681792,0.990181,0.993622,0.994449,0.998753,0.989752,0.993229,0.99358,0.99838
rue_1000-2,1,1000,516358.23482,0.476527,5.018209,0.07,0.040127,0.040167,0.464626,3.227402,1.998,0.344581,3.846281,0.03,0.073566,0.10331,1.109216,4.79,0.052557,0,0,0.006812,0.001518,2.44949,0.0898,0.005879,2.44949,0.1584,0.022535,2.44949,44.857789,0.020925,-2.449553,0.877963,0.220377,-0.734471,1.22,0.002445,2.107196,0.505762,0.012816,0.25,0.5,0.5,0.5,0.75,0.884,0.234,0.17,520.185606,0.93,0.003634,1.52588,1.542897,3.134984,0.912681,3.13135,0.591537,0.493709,0.496556,0.019697,0.390052,0.379217,0.709202,0.143313,0.689505,0.377917,1,0.378902,1,0.379217,1,0.379217,0.355,0.625,0.83,0.984632,0.016,0.512864,1,1000,0.000001,0,1035.561156,16.892818,0,0.507981,0.517263,1.385516,0.247156,1.385516,0.477815,3,1,5,15.519,102,23.48696,101,1.513433,0.001266,0.020257,0.020798,0.062545,0.009668,0.061279,0.464859,0.00004,0,0.285129,0.32879,0.994697,0.231505,0.994697,0.704111,0.992263,0.99527,0.995721,0.998963,0.989865,0.993383,0.993686,0.998443
rue_1000-20,1,1000,515814.806902,0.475033,4.970932,0.07,0.040819,0.04086,0.474923,2.97143,1.998,0.337233,16.337281,0.03,0.076028,0.112713,1.369273,4.3,0.052954,0,0,0.007771,0.000476,0,0.0945,0.0065,-226157905859.067,0.1825,0.0035,-7723673360.9533,45.458749,0.061144,9817981.383798,0.898473,0.201136,-0.677352,1.21,0.002309,2.403889,0.471891,0.013881,0.041667,0.416667,0.5,0.5,0.958333,0.866,0.28,0.19,472.966318,0.93,0.000076,1.535609,1.512527,3.141182,0.92445,3.141106,0.611195,0.498221,0.516625,0.003794,0.39599,0.377556,0.70084,0.142787,0.697046,0.378187,1,0.376709,1,0.377556,1,0.377556,0.346,0.642,0.833,0.986339,0.02,0.514874,1,1000,0.000001,0,1031.715246,17.041932,0,0.504639,0.515342,1.366173,0.245469,1.366173,0.476322,2,1,5,18.85,117,28.484397,116,1.511109,0.000629,0.020547,0.021078,0.064311,0.010015,0.063681,0.475161,0.000041,0,0.303424,0.341934,0.986082,0.235387,0.986082,0.688398,0.991774,0.995147,0.995191,0.99909,0.989902,0.993496,0.993745,0.998393
