@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute fold numeric

@data
rue_2000-12,1,1
rue_2000-125,1,1
rue_2000-129,1,1
rue_2000-140,1,1
rue_2000-143,1,1
rue_2000-145,1,1
rue_2000-151,1,1
rue_2000-162,1,1
rue_2000-164,1,1
rue_2000-167,1,1
rue_2000-176,1,1
rue_2000-184,1,1
rue_2000-187,1,1
rue_2000-217,1,1
rue_2000-237,1,1
rue_2000-239,1,1
rue_2000-247,1,1
rue_2000-255,1,1
rue_2000-259,1,1
rue_2000-260,1,1
rue_2000-27,1,1
rue_2000-283,1,1
rue_2000-299,1,1
rue_2000-321,1,1
rue_2000-327,1,1
rue_2000-34,1,1
rue_2000-365,1,1
rue_2000-370,1,1
rue_2000-374,1,1
rue_2000-375,1,1
rue_2000-392,1,1
rue_2000-395,1,1
rue_2000-397,1,1
rue_2000-411,1,1
rue_2000-44,1,1
rue_2000-455,1,1
rue_2000-462,1,1
rue_2000-465,1,1
rue_2000-469,1,1
rue_2000-480,1,1
rue_2000-482,1,1
rue_2000-499,1,1
rue_2000-5,1,1
rue_2000-502,1,1
rue_2000-52,1,1
rue_2000-564,1,1
rue_2000-566,1,1
rue_2000-575,1,1
rue_2000-583,1,1
rue_2000-589,1,1
rue_2000-592,1,1
rue_2000-607,1,1
rue_2000-608,1,1
rue_2000-61,1,1
rue_2000-625,1,1
rue_2000-642,1,1
rue_2000-657,1,1
rue_2000-659,1,1
rue_2000-670,1,1
rue_2000-678,1,1
rue_2000-707,1,1
rue_2000-724,1,1
rue_2000-730,1,1
rue_2000-735,1,1
rue_2000-741,1,1
rue_2000-762,1,1
rue_2000-765,1,1
rue_2000-782,1,1
rue_2000-789,1,1
rue_2000-80,1,1
rue_2000-813,1,1
rue_2000-817,1,1
rue_2000-820,1,1
rue_2000-836,1,1
rue_2000-841,1,1
rue_2000-851,1,1
rue_2000-853,1,1
rue_2000-881,1,1
rue_2000-882,1,1
rue_2000-89,1,1
rue_2000-895,1,1
rue_2000-896,1,1
rue_2000-901,1,1
rue_2000-915,1,1
rue_2000-929,1,1
rue_2000-932,1,1
rue_2000-937,1,1
rue_2000-945,1,1
rue_2000-95,1,1
rue_2000-955,1,1
rue_2000-966,1,1
rue_2000-969,1,1
rue_2000-978,1,1
rue_2000-98,1,1
rue_2000-996,1,1
tsplib_att532,1,1
tsplib_d1655,1,1
tsplib_eil51,1,1
tsplib_kroA150,1,1
tsplib_kroB200,1,1
tsplib_lin318,1,1
tsplib_pcb442,1,1
tsplib_pr76,1,1
tsplib_u1432,1,1
tsplib_vm1084,1,1
vlsi_dca1389,1,1
vlsi_rby1599,1,1
national_mu1979,1,2
rue_1000-117,1,2
rue_1000-120,1,2
rue_1000-122,1,2
rue_1000-133,1,2
rue_1000-139,1,2
rue_1000-148,1,2
rue_1000-157,1,2
rue_1000-167,1,2
rue_1000-168,1,2
rue_1000-177,1,2
rue_1000-178,1,2
rue_1000-190,1,2
rue_1000-201,1,2
rue_1000-202,1,2
rue_1000-214,1,2
rue_1000-222,1,2
rue_1000-229,1,2
rue_1000-253,1,2
rue_1000-283,1,2
rue_1000-29,1,2
rue_1000-298,1,2
rue_1000-301,1,2
rue_1000-304,1,2
rue_1000-340,1,2
rue_1000-360,1,2
rue_1000-371,1,2
rue_1000-377,1,2
rue_1000-378,1,2
rue_1000-380,1,2
rue_1000-385,1,2
rue_1000-419,1,2
rue_1000-422,1,2
rue_1000-425,1,2
rue_1000-441,1,2
rue_1000-450,1,2
rue_1000-452,1,2
rue_1000-456,1,2
rue_1000-459,1,2
rue_1000-464,1,2
rue_1000-472,1,2
rue_1000-475,1,2
rue_1000-483,1,2
rue_1000-488,1,2
rue_1000-49,1,2
rue_1000-5,1,2
rue_1000-50,1,2
rue_1000-506,1,2
rue_1000-513,1,2
rue_1000-522,1,2
rue_1000-527,1,2
rue_1000-530,1,2
rue_1000-540,1,2
rue_1000-562,1,2
rue_1000-574,1,2
rue_1000-580,1,2
rue_1000-582,1,2
rue_1000-612,1,2
rue_1000-629,1,2
rue_1000-634,1,2
rue_1000-640,1,2
rue_1000-660,1,2
rue_1000-662,1,2
rue_1000-676,1,2
rue_1000-677,1,2
rue_1000-698,1,2
rue_1000-71,1,2
rue_1000-713,1,2
rue_1000-720,1,2
rue_1000-725,1,2
rue_1000-728,1,2
rue_1000-736,1,2
rue_1000-751,1,2
rue_1000-781,1,2
rue_1000-790,1,2
rue_1000-791,1,2
rue_1000-803,1,2
rue_1000-804,1,2
rue_1000-822,1,2
rue_1000-823,1,2
rue_1000-840,1,2
rue_1000-843,1,2
rue_1000-844,1,2
rue_1000-846,1,2
rue_1000-849,1,2
rue_1000-85,1,2
rue_1000-854,1,2
rue_1000-883,1,2
rue_1000-886,1,2
rue_1000-89,1,2
rue_1000-891,1,2
rue_1000-918,1,2
rue_1000-927,1,2
rue_1000-939,1,2
rue_1000-944,1,2
rue_1000-956,1,2
rue_1000-974,1,2
rue_1000-976,1,2
rue_1000-977,1,2
rue_1000-98,1,2
rue_1000-987,1,2
rue_1000-993,1,2
rue_1500-1,1,2
rue_1500-107,1,2
rue_1500-113,1,2
rue_1500-125,1,2
rue_1500-133,1,2
rue_1500-135,1,2
rue_1500-158,1,2
rue_1500-160,1,2
rue_1500-163,1,2
rue_1500-174,1,2
rue_1500-177,1,2
rue_1500-182,1,2
rue_1500-183,1,2
rue_1500-203,1,2
rue_1500-216,1,2
rue_1500-223,1,2
rue_1500-23,1,2
rue_1500-231,1,2
rue_1500-234,1,2
rue_1500-252,1,2
rue_1500-270,1,2
rue_1500-291,1,2
rue_1500-292,1,2
rue_1500-296,1,2
rue_1500-298,1,2
rue_1500-311,1,2
rue_1500-329,1,2
rue_1500-33,1,2
rue_1500-338,1,2
rue_1500-348,1,2
rue_1500-350,1,2
rue_1500-359,1,2
rue_1500-361,1,2
rue_1500-363,1,2
rue_1500-37,1,2
rue_1500-375,1,2
rue_1500-381,1,2
rue_1500-383,1,2
rue_1500-403,1,2
rue_1500-405,1,2
rue_1500-431,1,2
rue_1500-432,1,2
rue_1500-440,1,2
rue_1500-461,1,2
rue_1500-466,1,2
rue_1500-472,1,2
rue_1500-473,1,2
rue_1500-479,1,2
rue_1500-498,1,2
rue_1500-500,1,2
rue_1500-501,1,2
rue_1500-526,1,2
rue_1500-545,1,2
rue_1500-546,1,2
rue_1500-552,1,2
rue_1500-57,1,2
rue_1500-606,1,2
rue_1500-61,1,2
rue_1500-616,1,2
rue_1500-625,1,2
rue_1500-637,1,2
rue_1500-666,1,2
rue_1500-668,1,2
rue_1500-671,1,2
rue_1500-673,1,2
rue_1500-676,1,2
rue_1500-686,1,2
rue_1500-687,1,2
rue_1500-689,1,2
rue_1500-692,1,2
rue_1500-693,1,2
rue_1500-697,1,2
rue_1500-699,1,2
rue_1500-710,1,2
rue_1500-719,1,2
rue_1500-721,1,2
rue_1500-725,1,2
rue_1500-730,1,2
rue_1500-735,1,2
rue_1500-769,1,2
rue_1500-780,1,2
rue_1500-782,1,2
rue_1500-784,1,2
rue_1500-796,1,2
rue_1500-8,1,2
rue_1500-806,1,2
rue_1500-809,1,2
rue_1500-822,1,2
rue_1500-832,1,2
rue_1500-836,1,2
rue_1500-850,1,2
rue_1500-866,1,2
rue_1500-896,1,2
rue_1500-897,1,2
rue_1500-906,1,2
rue_1500-922,1,2
rue_1500-930,1,2
rue_1500-931,1,2
rue_1500-971,1,2
rue_1500-987,1,2
rue_1500-988,1,2
rue_1500-991,1,2
rue_1500-999,1,2
rue_2000-105,1,2
rue_2000-108,1,2
rue_2000-114,1,2
rue_2000-116,1,2
rue_2000-139,1,2
rue_2000-14,1,2
rue_2000-146,1,2
rue_2000-149,1,2
rue_2000-17,1,2
rue_2000-170,1,2
rue_2000-171,1,2
rue_2000-181,1,2
rue_2000-183,1,2
rue_2000-188,1,2
rue_2000-196,1,2
rue_2000-202,1,2
rue_2000-211,1,2
rue_2000-218,1,2
rue_2000-224,1,2
rue_2000-254,1,2
rue_2000-256,1,2
rue_2000-267,1,2
rue_2000-279,1,2
rue_2000-280,1,2
rue_2000-289,1,2
rue_2000-319,1,2
rue_2000-326,1,2
rue_2000-348,1,2
rue_2000-354,1,2
rue_2000-36,1,2
rue_2000-366,1,2
rue_2000-367,1,2
rue_2000-371,1,2
rue_2000-39,1,2
rue_2000-390,1,2
rue_2000-401,1,2
rue_2000-41,1,2
rue_2000-416,1,2
rue_2000-432,1,2
rue_2000-440,1,2
rue_2000-448,1,2
rue_2000-449,1,2
rue_2000-452,1,2
rue_2000-453,1,2
rue_2000-46,1,2
rue_2000-463,1,2
rue_2000-479,1,2
rue_2000-484,1,2
rue_2000-505,1,2
rue_2000-506,1,2
rue_2000-510,1,2
rue_2000-519,1,2
rue_2000-533,1,2
rue_2000-537,1,2
rue_2000-548,1,2
rue_2000-554,1,2
rue_2000-57,1,2
rue_2000-572,1,2
rue_2000-614,1,2
rue_2000-615,1,2
rue_2000-62,1,2
rue_2000-623,1,2
rue_2000-626,1,2
rue_2000-632,1,2
rue_2000-648,1,2
rue_2000-650,1,2
rue_2000-669,1,2
rue_2000-676,1,2
rue_2000-677,1,2
rue_2000-690,1,2
rue_2000-701,1,2
rue_2000-702,1,2
rue_2000-715,1,2
rue_2000-718,1,2
rue_2000-721,1,2
rue_2000-736,1,2
rue_2000-739,1,2
rue_2000-757,1,2
rue_2000-769,1,2
rue_2000-788,1,2
rue_2000-79,1,2
rue_2000-793,1,2
rue_2000-807,1,2
rue_2000-812,1,2
rue_2000-82,1,2
rue_2000-825,1,2
rue_2000-837,1,2
rue_2000-849,1,2
rue_2000-852,1,2
rue_2000-856,1,2
rue_2000-861,1,2
rue_2000-886,1,2
rue_2000-898,1,2
rue_2000-9,1,2
rue_2000-905,1,2
rue_2000-921,1,2
rue_2000-93,1,2
rue_2000-951,1,2
rue_2000-959,1,2
rue_2000-986,1,2
rue_2000-997,1,2
tsplib_ch150,1,2
tsplib_pr439,1,2
vlsi_bva2144,1,2
vlsi_djc1785,1,2
vlsi_xit1083,1,2
national_rw1621,1,3
rue_1000-102,1,3
rue_1000-107,1,3
rue_1000-12,1,3
rue_1000-123,1,3
rue_1000-130,1,3
rue_1000-135,1,3
rue_1000-149,1,3
rue_1000-171,1,3
rue_1000-186,1,3
rue_1000-194,1,3
rue_1000-205,1,3
rue_1000-213,1,3
rue_1000-241,1,3
rue_1000-26,1,3
rue_1000-266,1,3
rue_1000-268,1,3
rue_1000-276,1,3
rue_1000-279,1,3
rue_1000-280,1,3
rue_1000-285,1,3
rue_1000-289,1,3
rue_1000-292,1,3
rue_1000-293,1,3
rue_1000-297,1,3
rue_1000-328,1,3
rue_1000-330,1,3
rue_1000-337,1,3
rue_1000-350,1,3
rue_1000-391,1,3
rue_1000-401,1,3
rue_1000-406,1,3
rue_1000-437,1,3
rue_1000-44,1,3
rue_1000-448,1,3
rue_1000-45,1,3
rue_1000-455,1,3
rue_1000-466,1,3
rue_1000-473,1,3
rue_1000-495,1,3
rue_1000-496,1,3
rue_1000-515,1,3
rue_1000-533,1,3
rue_1000-537,1,3
rue_1000-554,1,3
rue_1000-556,1,3
rue_1000-566,1,3
rue_1000-573,1,3
rue_1000-584,1,3
rue_1000-62,1,3
rue_1000-64,1,3
rue_1000-643,1,3
rue_1000-645,1,3
rue_1000-659,1,3
rue_1000-667,1,3
rue_1000-670,1,3
rue_1000-674,1,3
rue_1000-675,1,3
rue_1000-691,1,3
rue_1000-693,1,3
rue_1000-7,1,3
rue_1000-705,1,3
rue_1000-714,1,3
rue_1000-719,1,3
rue_1000-73,1,3
rue_1000-735,1,3
rue_1000-749,1,3
rue_1000-753,1,3
rue_1000-754,1,3
rue_1000-755,1,3
rue_1000-773,1,3
rue_1000-774,1,3
rue_1000-778,1,3
rue_1000-784,1,3
rue_1000-788,1,3
rue_1000-789,1,3
rue_1000-811,1,3
rue_1000-817,1,3
rue_1000-826,1,3
rue_1000-827,1,3
rue_1000-830,1,3
rue_1000-831,1,3
rue_1000-851,1,3
rue_1000-855,1,3
rue_1000-858,1,3
rue_1000-868,1,3
rue_1000-869,1,3
rue_1000-871,1,3
rue_1000-875,1,3
rue_1000-877,1,3
rue_1000-88,1,3
rue_1000-90,1,3
rue_1000-903,1,3
rue_1000-909,1,3
rue_1000-916,1,3
rue_1000-930,1,3
rue_1000-935,1,3
rue_1000-942,1,3
rue_1000-95,1,3
rue_1000-951,1,3
rue_1000-963,1,3
rue_1000-980,1,3
rue_1000-999,1,3
rue_1500-101,1,3
rue_1500-119,1,3
rue_1500-121,1,3
rue_1500-127,1,3
rue_1500-131,1,3
rue_1500-136,1,3
rue_1500-138,1,3
rue_1500-150,1,3
rue_1500-162,1,3
rue_1500-17,1,3
rue_1500-170,1,3
rue_1500-173,1,3
rue_1500-199,1,3
rue_1500-206,1,3
rue_1500-210,1,3
rue_1500-215,1,3
rue_1500-222,1,3
rue_1500-238,1,3
rue_1500-242,1,3
rue_1500-246,1,3
rue_1500-249,1,3
rue_1500-269,1,3
rue_1500-280,1,3
rue_1500-289,1,3
rue_1500-29,1,3
rue_1500-309,1,3
rue_1500-317,1,3
rue_1500-325,1,3
rue_1500-346,1,3
rue_1500-355,1,3
rue_1500-360,1,3
rue_1500-404,1,3
rue_1500-412,1,3
rue_1500-428,1,3
rue_1500-430,1,3
rue_1500-449,1,3
rue_1500-47,1,3
rue_1500-475,1,3
rue_1500-49,1,3
rue_1500-53,1,3
rue_1500-537,1,3
rue_1500-540,1,3
rue_1500-547,1,3
rue_1500-571,1,3
rue_1500-574,1,3
rue_1500-600,1,3
rue_1500-601,1,3
rue_1500-607,1,3
rue_1500-608,1,3
rue_1500-622,1,3
rue_1500-634,1,3
rue_1500-642,1,3
rue_1500-648,1,3
rue_1500-650,1,3
rue_1500-661,1,3
rue_1500-662,1,3
rue_1500-7,1,3
rue_1500-700,1,3
rue_1500-701,1,3
rue_1500-708,1,3
rue_1500-712,1,3
rue_1500-715,1,3
rue_1500-72,1,3
rue_1500-724,1,3
rue_1500-741,1,3
rue_1500-750,1,3
rue_1500-753,1,3
rue_1500-754,1,3
rue_1500-766,1,3
rue_1500-77,1,3
rue_1500-770,1,3
rue_1500-80,1,3
rue_1500-818,1,3
rue_1500-819,1,3
rue_1500-821,1,3
rue_1500-827,1,3
rue_1500-84,1,3
rue_1500-851,1,3
rue_1500-856,1,3
rue_1500-860,1,3
rue_1500-861,1,3
rue_1500-862,1,3
rue_1500-868,1,3
rue_1500-876,1,3
rue_1500-88,1,3
rue_1500-889,1,3
rue_1500-89,1,3
rue_1500-895,1,3
rue_1500-910,1,3
rue_1500-913,1,3
rue_1500-914,1,3
rue_1500-928,1,3
rue_1500-93,1,3
rue_1500-934,1,3
rue_1500-939,1,3
rue_1500-944,1,3
rue_1500-964,1,3
rue_1500-99,1,3
rue_1500-992,1,3
rue_2000-109,1,3
rue_2000-115,1,3
rue_2000-122,1,3
rue_2000-175,1,3
rue_2000-2,1,3
rue_2000-200,1,3
rue_2000-201,1,3
rue_2000-214,1,3
rue_2000-236,1,3
rue_2000-269,1,3
rue_2000-277,1,3
rue_2000-278,1,3
rue_2000-28,1,3
rue_2000-285,1,3
rue_2000-292,1,3
rue_2000-298,1,3
rue_2000-309,1,3
rue_2000-313,1,3
rue_2000-314,1,3
rue_2000-320,1,3
rue_2000-339,1,3
rue_2000-342,1,3
rue_2000-357,1,3
rue_2000-368,1,3
rue_2000-381,1,3
rue_2000-388,1,3
rue_2000-399,1,3
rue_2000-402,1,3
rue_2000-405,1,3
rue_2000-419,1,3
rue_2000-441,1,3
rue_2000-457,1,3
rue_2000-471,1,3
rue_2000-478,1,3
rue_2000-481,1,3
rue_2000-486,1,3
rue_2000-495,1,3
rue_2000-516,1,3
rue_2000-518,1,3
rue_2000-525,1,3
rue_2000-536,1,3
rue_2000-540,1,3
rue_2000-56,1,3
rue_2000-563,1,3
rue_2000-574,1,3
rue_2000-578,1,3
rue_2000-600,1,3
rue_2000-603,1,3
rue_2000-613,1,3
rue_2000-617,1,3
rue_2000-618,1,3
rue_2000-628,1,3
rue_2000-629,1,3
rue_2000-630,1,3
rue_2000-637,1,3
rue_2000-639,1,3
rue_2000-640,1,3
rue_2000-66,1,3
rue_2000-663,1,3
rue_2000-67,1,3
rue_2000-711,1,3
rue_2000-726,1,3
rue_2000-740,1,3
rue_2000-750,1,3
rue_2000-754,1,3
rue_2000-792,1,3
rue_2000-801,1,3
rue_2000-802,1,3
rue_2000-809,1,3
rue_2000-826,1,3
rue_2000-86,1,3
rue_2000-863,1,3
rue_2000-864,1,3
rue_2000-877,1,3
rue_2000-878,1,3
rue_2000-883,1,3
rue_2000-884,1,3
rue_2000-885,1,3
rue_2000-889,1,3
rue_2000-891,1,3
rue_2000-893,1,3
rue_2000-894,1,3
rue_2000-900,1,3
rue_2000-906,1,3
rue_2000-907,1,3
rue_2000-922,1,3
rue_2000-924,1,3
rue_2000-925,1,3
rue_2000-930,1,3
rue_2000-942,1,3
rue_2000-953,1,3
rue_2000-990,1,3
rue_2000-991,1,3
rue_2000-999,1,3
tsplib_bier127,1,3
tsplib_d1291,1,3
tsplib_eil76,1,3
tsplib_kroC100,1,3
tsplib_pla7397,1,3
tsplib_pr124,1,3
tsplib_pr144,1,3
tsplib_pr2392,1,3
tsplib_rl11849,1,3
tsplib_rl5934,1,3
tsplib_tsp225,1,3
vlsi_dkg813,1,3
vlsi_rbx711,1,3
vlsi_xpr2308,1,3
rue_1000-119,1,4
rue_1000-124,1,4
rue_1000-132,1,4
rue_1000-15,1,4
rue_1000-155,1,4
rue_1000-170,1,4
rue_1000-175,1,4
rue_1000-181,1,4
rue_1000-196,1,4
rue_1000-20,1,4
rue_1000-22,1,4
rue_1000-224,1,4
rue_1000-24,1,4
rue_1000-271,1,4
rue_1000-275,1,4
rue_1000-284,1,4
rue_1000-288,1,4
rue_1000-299,1,4
rue_1000-314,1,4
rue_1000-32,1,4
rue_1000-34,1,4
rue_1000-369,1,4
rue_1000-383,1,4
rue_1000-389,1,4
rue_1000-390,1,4
rue_1000-410,1,4
rue_1000-42,1,4
rue_1000-424,1,4
rue_1000-427,1,4
rue_1000-454,1,4
rue_1000-463,1,4
rue_1000-480,1,4
rue_1000-487,1,4
rue_1000-503,1,4
rue_1000-512,1,4
rue_1000-514,1,4
rue_1000-518,1,4
rue_1000-519,1,4
rue_1000-520,1,4
rue_1000-523,1,4
rue_1000-529,1,4
rue_1000-535,1,4
rue_1000-54,1,4
rue_1000-548,1,4
rue_1000-55,1,4
rue_1000-552,1,4
rue_1000-559,1,4
rue_1000-564,1,4
rue_1000-569,1,4
rue_1000-588,1,4
rue_1000-59,1,4
rue_1000-598,1,4
rue_1000-602,1,4
rue_1000-607,1,4
rue_1000-625,1,4
rue_1000-632,1,4
rue_1000-636,1,4
rue_1000-647,1,4
rue_1000-66,1,4
rue_1000-681,1,4
rue_1000-687,1,4
rue_1000-695,1,4
rue_1000-724,1,4
rue_1000-74,1,4
rue_1000-758,1,4
rue_1000-771,1,4
rue_1000-775,1,4
rue_1000-776,1,4
rue_1000-79,1,4
rue_1000-793,1,4
rue_1000-794,1,4
rue_1000-795,1,4
rue_1000-796,1,4
rue_1000-799,1,4
rue_1000-816,1,4
rue_1000-818,1,4
rue_1000-819,1,4
rue_1000-821,1,4
rue_1000-825,1,4
rue_1000-84,1,4
rue_1000-852,1,4
rue_1000-859,1,4
rue_1000-864,1,4
rue_1000-866,1,4
rue_1000-887,1,4
rue_1000-893,1,4
rue_1000-894,1,4
rue_1000-907,1,4
rue_1000-920,1,4
rue_1000-922,1,4
rue_1000-929,1,4
rue_1000-93,1,4
rue_1000-933,1,4
rue_1000-943,1,4
rue_1000-948,1,4
rue_1000-983,1,4
rue_1000-990,1,4
rue_1000-998,1,4
rue_1500-100,1,4
rue_1500-115,1,4
rue_1500-118,1,4
rue_1500-13,1,4
rue_1500-145,1,4
rue_1500-157,1,4
rue_1500-16,1,4
rue_1500-161,1,4
rue_1500-172,1,4
rue_1500-178,1,4
rue_1500-189,1,4
rue_1500-195,1,4
rue_1500-2,1,4
rue_1500-213,1,4
rue_1500-237,1,4
rue_1500-24,1,4
rue_1500-241,1,4
rue_1500-267,1,4
rue_1500-281,1,4
rue_1500-297,1,4
rue_1500-337,1,4
rue_1500-347,1,4
rue_1500-357,1,4
rue_1500-362,1,4
rue_1500-369,1,4
rue_1500-370,1,4
rue_1500-372,1,4
rue_1500-376,1,4
rue_1500-387,1,4
rue_1500-394,1,4
rue_1500-402,1,4
rue_1500-410,1,4
rue_1500-418,1,4
rue_1500-425,1,4
rue_1500-426,1,4
rue_1500-433,1,4
rue_1500-437,1,4
rue_1500-446,1,4
rue_1500-447,1,4
rue_1500-453,1,4
rue_1500-464,1,4
rue_1500-48,1,4
rue_1500-484,1,4
rue_1500-50,1,4
rue_1500-507,1,4
rue_1500-513,1,4
rue_1500-514,1,4
rue_1500-52,1,4
rue_1500-521,1,4
rue_1500-539,1,4
rue_1500-553,1,4
rue_1500-556,1,4
rue_1500-58,1,4
rue_1500-582,1,4
rue_1500-599,1,4
rue_1500-605,1,4
rue_1500-614,1,4
rue_1500-620,1,4
rue_1500-631,1,4
rue_1500-635,1,4
rue_1500-639,1,4
rue_1500-652,1,4
rue_1500-667,1,4
rue_1500-672,1,4
rue_1500-675,1,4
rue_1500-683,1,4
rue_1500-684,1,4
rue_1500-685,1,4
rue_1500-707,1,4
rue_1500-734,1,4
rue_1500-740,1,4
rue_1500-745,1,4
rue_1500-762,1,4
rue_1500-775,1,4
rue_1500-792,1,4
rue_1500-803,1,4
rue_1500-810,1,4
rue_1500-820,1,4
rue_1500-829,1,4
rue_1500-835,1,4
rue_1500-843,1,4
rue_1500-863,1,4
rue_1500-874,1,4
rue_1500-875,1,4
rue_1500-883,1,4
rue_1500-887,1,4
rue_1500-898,1,4
rue_1500-917,1,4
rue_1500-924,1,4
rue_1500-926,1,4
rue_1500-933,1,4
rue_1500-935,1,4
rue_1500-945,1,4
rue_1500-963,1,4
rue_1500-975,1,4
rue_1500-978,1,4
rue_1500-982,1,4
rue_1500-984,1,4
rue_1500-993,1,4
rue_2000-1,1,4
rue_2000-1000,1,4
rue_2000-111,1,4
rue_2000-117,1,4
rue_2000-118,1,4
rue_2000-126,1,4
rue_2000-128,1,4
rue_2000-130,1,4
rue_2000-131,1,4
rue_2000-156,1,4
rue_2000-157,1,4
rue_2000-16,1,4
rue_2000-166,1,4
rue_2000-174,1,4
rue_2000-186,1,4
rue_2000-212,1,4
rue_2000-227,1,4
rue_2000-242,1,4
rue_2000-243,1,4
rue_2000-245,1,4
rue_2000-25,1,4
rue_2000-265,1,4
rue_2000-268,1,4
rue_2000-270,1,4
rue_2000-274,1,4
rue_2000-29,1,4
