@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute ubc_cheap {ok,timeout,memout,presolved,crash,other,unknown}
@attribute ubc_all {ok,timeout,memout,presolved,crash,other,unknown}
@attribute tspmeta {ok,timeout,memout,presolved,crash,other,unknown}
@attribute eax_probing {ok,timeout,memout,presolved,crash,other,unknown}

@data
rue_1000-292,1,ok,ok,ok,ok
rue_1000-293,1,ok,ok,ok,ok
rue_1000-294,1,ok,ok,ok,ok
rue_1000-295,1,ok,ok,ok,ok
rue_1000-296,1,ok,ok,ok,ok
rue_1000-297,1,ok,ok,ok,ok
rue_1000-298,1,ok,ok,ok,ok
rue_1000-299,1,ok,ok,ok,ok
rue_1000-3,1,ok,ok,ok,ok
rue_1000-30,1,ok,ok,ok,ok
rue_1000-300,1,ok,ok,ok,ok
rue_1000-301,1,ok,ok,ok,ok
rue_1000-302,1,ok,ok,ok,ok
rue_1000-303,1,ok,ok,ok,ok
rue_1000-304,1,ok,ok,ok,ok
rue_1000-305,1,ok,ok,ok,ok
rue_1000-306,1,ok,ok,ok,ok
rue_1000-307,1,ok,ok,ok,ok
rue_1000-308,1,ok,ok,ok,ok
rue_1000-309,1,ok,ok,ok,ok
rue_1000-31,1,ok,ok,ok,ok
rue_1000-310,1,ok,ok,ok,ok
rue_1000-311,1,ok,ok,ok,ok
rue_1000-312,1,ok,ok,ok,ok
rue_1000-313,1,ok,ok,ok,ok
rue_1000-314,1,ok,ok,ok,ok
rue_1000-315,1,ok,ok,ok,ok
rue_1000-316,1,ok,ok,ok,ok
rue_1000-317,1,ok,ok,ok,ok
rue_1000-318,1,ok,ok,ok,ok
rue_1000-319,1,ok,ok,ok,ok
rue_1000-32,1,ok,ok,ok,ok
rue_1000-320,1,ok,ok,ok,ok
rue_1000-321,1,ok,ok,ok,ok
rue_1000-322,1,ok,ok,ok,ok
rue_1000-323,1,ok,ok,ok,ok
rue_1000-324,1,ok,ok,ok,ok
rue_1000-325,1,ok,ok,ok,ok
rue_1000-326,1,ok,ok,ok,ok
rue_1000-327,1,ok,ok,ok,ok
rue_1000-328,1,ok,ok,ok,ok
rue_1000-329,1,ok,ok,ok,ok
rue_1000-33,1,ok,ok,ok,ok
rue_1000-330,1,ok,ok,ok,ok
rue_1000-331,1,ok,ok,ok,ok
rue_1000-332,1,ok,ok,ok,ok
rue_1000-333,1,ok,ok,ok,ok
rue_1000-334,1,ok,ok,ok,ok
rue_1000-335,1,ok,ok,ok,ok
rue_1000-336,1,ok,ok,ok,ok
rue_1000-337,1,ok,ok,ok,ok
rue_1000-338,1,ok,ok,ok,ok
rue_1000-339,1,ok,ok,ok,ok
rue_1000-34,1,ok,ok,ok,ok
rue_1000-340,1,ok,ok,ok,ok
rue_1000-341,1,ok,ok,ok,ok
rue_1000-342,1,ok,ok,ok,ok
rue_1000-343,1,ok,ok,ok,ok
rue_1000-344,1,ok,ok,ok,ok
rue_1000-345,1,ok,ok,ok,ok
rue_1000-346,1,ok,ok,ok,ok
rue_1000-347,1,ok,ok,ok,ok
rue_1000-348,1,ok,ok,ok,ok
rue_1000-349,1,ok,ok,ok,ok
rue_1000-35,1,ok,ok,ok,ok
rue_1000-350,1,ok,ok,ok,ok
rue_1000-351,1,ok,ok,ok,ok
rue_1000-352,1,ok,ok,ok,ok
rue_1000-353,1,ok,ok,ok,ok
rue_1000-354,1,ok,ok,ok,ok
rue_1000-355,1,ok,ok,ok,ok
rue_1000-356,1,ok,ok,ok,ok
rue_1000-357,1,ok,ok,ok,ok
rue_1000-358,1,ok,ok,ok,ok
rue_1000-359,1,ok,ok,ok,ok
rue_1000-36,1,ok,ok,ok,ok
rue_1000-360,1,ok,ok,ok,ok
rue_1000-361,1,ok,ok,ok,ok
rue_1000-362,1,ok,ok,ok,ok
rue_1000-363,1,ok,ok,ok,ok
rue_1000-364,1,ok,ok,ok,ok
rue_1000-365,1,ok,ok,ok,ok
rue_1000-366,1,ok,ok,ok,ok
rue_1000-367,1,ok,ok,ok,ok
rue_1000-368,1,ok,ok,ok,ok
rue_1000-369,1,ok,ok,ok,ok
rue_1000-37,1,ok,ok,ok,ok
rue_1000-370,1,ok,ok,ok,ok
rue_1000-371,1,ok,ok,ok,ok
rue_1000-372,1,ok,ok,ok,ok
rue_1000-373,1,ok,ok,ok,ok
rue_1000-374,1,ok,ok,ok,ok
rue_1000-375,1,ok,ok,ok,ok
rue_1000-376,1,ok,ok,ok,ok
rue_1000-377,1,ok,ok,ok,ok
rue_1000-378,1,ok,ok,ok,ok
rue_1000-379,1,ok,ok,ok,ok
rue_1000-38,1,ok,ok,ok,ok
rue_1000-380,1,ok,ok,ok,ok
rue_1000-381,1,ok,ok,ok,ok
rue_1000-382,1,ok,ok,ok,ok
rue_1000-383,1,ok,ok,ok,ok
rue_1000-384,1,ok,ok,ok,ok
rue_1000-385,1,ok,ok,ok,ok
rue_1000-386,1,ok,ok,ok,ok
rue_1000-387,1,ok,ok,ok,ok
rue_1000-388,1,ok,ok,ok,ok
rue_1000-389,1,ok,ok,ok,ok
rue_1000-39,1,ok,ok,ok,ok
rue_1000-390,1,ok,ok,ok,ok
rue_1000-391,1,ok,ok,ok,ok
rue_1000-392,1,ok,ok,ok,ok
rue_1000-393,1,ok,ok,ok,ok
rue_1000-394,1,ok,ok,ok,ok
rue_1000-395,1,ok,ok,ok,ok
rue_1000-396,1,ok,ok,ok,ok
rue_1000-397,1,ok,ok,ok,ok
rue_1000-398,1,ok,ok,ok,ok
rue_1000-399,1,ok,ok,ok,ok
rue_1000-4,1,ok,ok,ok,ok
rue_1000-40,1,ok,ok,ok,ok
rue_1000-400,1,ok,ok,ok,ok
rue_1000-401,1,ok,ok,ok,ok
rue_1000-402,1,ok,ok,ok,ok
rue_1000-403,1,ok,ok,ok,ok
rue_1000-404,1,ok,ok,ok,ok
rue_1000-405,1,ok,ok,ok,ok
rue_1000-406,1,ok,ok,ok,ok
rue_1000-407,1,ok,ok,ok,ok
rue_1000-408,1,ok,ok,ok,ok
rue_1000-409,1,ok,ok,ok,ok
rue_1000-41,1,ok,ok,ok,ok
rue_1000-410,1,ok,ok,ok,ok
rue_1000-411,1,ok,ok,ok,ok
rue_1000-412,1,ok,ok,ok,ok
rue_1000-413,1,ok,ok,ok,ok
rue_1000-414,1,ok,ok,ok,ok
rue_1000-415,1,ok,ok,ok,ok
rue_1000-416,1,ok,ok,ok,ok
rue_1000-417,1,ok,ok,ok,ok
rue_1000-418,1,ok,ok,ok,ok
rue_1000-419,1,ok,ok,ok,ok
rue_1000-42,1,ok,ok,ok,ok
rue_1000-420,1,ok,ok,ok,ok
rue_1000-421,1,ok,ok,ok,ok
rue_1000-422,1,ok,ok,ok,ok
rue_1000-423,1,ok,ok,ok,ok
rue_1000-424,1,ok,ok,ok,ok
rue_1000-425,1,ok,ok,ok,ok
rue_1000-426,1,ok,ok,ok,ok
rue_1000-427,1,ok,ok,ok,ok
rue_1000-428,1,ok,ok,ok,ok
rue_1000-429,1,ok,ok,ok,ok
rue_1000-43,1,ok,ok,ok,ok
rue_1000-430,1,ok,ok,ok,ok
rue_1000-431,1,ok,ok,ok,ok
rue_1000-432,1,ok,ok,ok,ok
rue_1000-433,1,ok,ok,ok,ok
rue_1000-434,1,ok,ok,ok,ok
rue_1000-435,1,ok,ok,ok,ok
rue_1000-436,1,ok,ok,ok,ok
rue_1000-437,1,ok,ok,ok,ok
rue_1000-438,1,ok,ok,ok,ok
rue_1000-439,1,ok,ok,ok,ok
rue_1000-44,1,ok,ok,ok,ok
rue_1000-440,1,ok,ok,ok,ok
rue_1000-441,1,ok,ok,ok,ok
rue_1000-442,1,ok,ok,ok,ok
rue_1000-443,1,ok,ok,ok,ok
rue_1000-444,1,ok,ok,ok,ok
rue_1000-445,1,ok,ok,ok,ok
rue_1000-446,1,ok,ok,ok,ok
rue_1000-447,1,ok,ok,ok,ok
rue_1000-448,1,ok,ok,ok,ok
rue_1000-449,1,ok,ok,ok,ok
rue_1000-45,1,ok,ok,ok,ok
rue_1000-450,1,ok,ok,ok,ok
rue_1000-451,1,ok,ok,ok,ok
rue_1000-452,1,ok,ok,ok,ok
rue_1000-453,1,ok,ok,ok,ok
rue_1000-454,1,ok,ok,ok,ok
rue_1000-455,1,ok,ok,ok,ok
rue_1000-456,1,ok,ok,ok,ok
rue_1000-457,1,ok,ok,ok,ok
rue_1000-458,1,ok,ok,ok,ok
rue_1000-459,1,ok,ok,ok,ok
rue_1000-46,1,ok,ok,ok,ok
rue_1000-460,1,ok,ok,ok,ok
rue_1000-461,1,ok,ok,ok,ok
rue_1000-462,1,ok,ok,ok,ok
rue_1000-463,1,ok,ok,ok,ok
rue_1000-464,1,ok,ok,ok,ok
rue_1000-465,1,ok,ok,ok,ok
rue_1000-466,1,ok,ok,ok,ok
rue_1000-467,1,ok,ok,ok,ok
rue_1000-468,1,ok,ok,ok,ok
rue_1000-469,1,ok,ok,ok,ok
rue_1000-47,1,ok,ok,ok,ok
rue_1000-470,1,ok,ok,ok,ok
rue_1000-471,1,ok,ok,ok,ok
rue_1000-472,1,ok,ok,ok,ok
rue_1000-473,1,ok,ok,ok,ok
rue_1000-474,1,ok,ok,ok,ok
rue_1000-475,1,ok,ok,ok,ok
rue_1000-476,1,ok,ok,ok,ok
rue_1000-477,1,ok,ok,ok,ok
rue_1000-478,1,ok,ok,ok,ok
rue_1000-479,1,ok,ok,ok,ok
rue_1000-48,1,ok,ok,ok,ok
rue_1000-480,1,ok,ok,ok,ok
rue_1000-481,1,ok,ok,ok,ok
rue_1000-482,1,ok,ok,ok,ok
rue_1000-483,1,ok,ok,ok,ok
rue_1000-484,1,ok,ok,ok,ok
rue_1000-485,1,ok,ok,ok,ok
rue_1000-486,1,ok,ok,ok,ok
rue_1000-487,1,ok,ok,ok,ok
rue_1000-488,1,ok,ok,ok,ok
rue_1000-489,1,ok,ok,ok,ok
rue_1000-49,1,ok,ok,ok,ok
rue_1000-490,1,ok,ok,ok,ok
rue_1000-491,1,ok,ok,ok,ok
rue_1000-492,1,ok,ok,ok,ok
rue_1000-493,1,ok,ok,ok,ok
rue_1000-494,1,ok,ok,ok,ok
rue_1000-495,1,ok,ok,ok,ok
rue_1000-496,1,ok,ok,ok,ok
rue_1000-497,1,ok,ok,ok,ok
rue_1000-498,1,ok,ok,ok,ok
rue_1000-499,1,ok,ok,ok,ok
rue_1000-5,1,ok,ok,ok,ok
rue_1000-50,1,ok,ok,ok,ok
rue_1000-500,1,ok,ok,ok,ok
rue_1000-501,1,ok,ok,ok,ok
rue_1000-502,1,ok,ok,ok,ok
rue_1000-503,1,ok,ok,ok,ok
rue_1000-504,1,ok,ok,ok,ok
rue_1000-505,1,ok,ok,ok,ok
rue_1000-506,1,ok,ok,ok,ok
rue_1000-507,1,ok,ok,ok,ok
rue_1000-508,1,ok,ok,ok,ok
rue_1000-509,1,ok,ok,ok,ok
rue_1000-51,1,ok,ok,ok,ok
rue_1000-510,1,ok,ok,ok,ok
rue_1000-511,1,ok,ok,ok,ok
rue_1000-512,1,ok,ok,ok,ok
rue_1000-513,1,ok,ok,ok,ok
rue_1000-514,1,ok,ok,ok,ok
rue_1000-515,1,ok,ok,ok,ok
rue_1000-516,1,ok,ok,ok,ok
rue_1000-517,1,ok,ok,ok,ok
rue_1000-518,1,ok,ok,ok,ok
rue_1000-519,1,ok,ok,ok,ok
rue_1000-52,1,ok,ok,ok,ok
rue_1000-520,1,ok,ok,ok,ok
rue_1000-521,1,ok,ok,ok,ok
rue_1000-522,1,ok,ok,ok,ok
rue_1000-523,1,ok,ok,ok,ok
rue_1000-524,1,ok,ok,ok,ok
rue_1000-525,1,ok,ok,ok,ok
rue_1000-526,1,ok,ok,ok,ok
rue_1000-527,1,ok,ok,ok,ok
rue_1000-528,1,ok,ok,ok,ok
rue_1000-529,1,ok,ok,ok,ok
rue_1000-53,1,ok,ok,ok,ok
rue_1000-530,1,ok,ok,ok,ok
rue_1000-531,1,ok,ok,ok,ok
rue_1000-532,1,ok,ok,ok,ok
rue_1000-533,1,ok,ok,ok,ok
rue_1000-534,1,ok,ok,ok,ok
rue_1000-535,1,ok,ok,ok,ok
rue_1000-536,1,ok,ok,ok,ok
rue_1000-537,1,ok,ok,ok,ok
rue_1000-538,1,ok,ok,ok,ok
rue_1000-539,1,ok,ok,ok,ok
rue_1000-54,1,ok,ok,ok,ok
rue_1000-540,1,ok,ok,ok,ok
rue_1000-541,1,ok,ok,ok,ok
rue_1000-542,1,ok,ok,ok,ok
rue_1000-543,1,ok,ok,ok,ok
rue_1000-544,1,ok,ok,ok,ok
rue_1000-545,1,ok,ok,ok,ok
rue_1000-546,1,ok,ok,ok,ok
rue_1000-547,1,ok,ok,ok,ok
rue_1000-548,1,ok,ok,ok,ok
rue_1000-549,1,ok,ok,ok,ok
rue_1000-55,1,ok,ok,ok,ok
rue_1000-550,1,ok,ok,ok,ok
rue_1000-551,1,ok,ok,ok,ok
rue_1000-552,1,ok,ok,ok,ok
rue_1000-553,1,ok,ok,ok,ok
rue_1000-554,1,ok,ok,ok,ok
rue_1000-555,1,ok,ok,ok,ok
rue_1000-556,1,ok,ok,ok,ok
rue_1000-557,1,ok,ok,ok,ok
rue_1000-558,1,ok,ok,ok,ok
rue_1000-559,1,ok,ok,ok,ok
rue_1000-56,1,ok,ok,ok,ok
rue_1000-560,1,ok,ok,ok,ok
rue_1000-561,1,ok,ok,ok,ok
rue_1000-562,1,ok,ok,ok,ok
rue_1000-563,1,ok,ok,ok,ok
rue_1000-564,1,ok,ok,ok,ok
rue_1000-565,1,ok,ok,ok,ok
rue_1000-566,1,ok,ok,ok,ok
rue_1000-567,1,ok,ok,ok,ok
rue_1000-568,1,ok,ok,ok,ok
rue_1000-569,1,ok,ok,ok,ok
rue_1000-57,1,ok,ok,ok,ok
rue_1000-570,1,ok,ok,ok,ok
rue_1000-571,1,ok,ok,ok,ok
rue_1000-572,1,ok,ok,ok,ok
rue_1000-573,1,ok,ok,ok,ok
rue_1000-574,1,ok,ok,ok,ok
rue_1000-575,1,ok,ok,ok,ok
rue_1000-576,1,ok,ok,ok,ok
rue_1000-577,1,ok,ok,ok,ok
rue_1000-578,1,ok,ok,ok,ok
rue_1000-579,1,ok,ok,ok,ok
rue_1000-58,1,ok,ok,ok,ok
rue_1000-580,1,ok,ok,ok,ok
rue_1000-581,1,ok,ok,ok,ok
rue_1000-582,1,ok,ok,ok,ok
rue_1000-583,1,ok,ok,ok,ok
rue_1000-584,1,ok,ok,ok,ok
rue_1000-585,1,ok,ok,ok,ok
rue_1000-586,1,ok,ok,ok,ok
rue_1000-587,1,ok,ok,ok,ok
rue_1000-588,1,ok,ok,ok,ok
rue_1000-589,1,ok,ok,ok,ok
rue_1000-59,1,ok,ok,ok,ok
rue_1000-590,1,ok,ok,ok,ok
rue_1000-591,1,ok,ok,ok,ok
rue_1000-592,1,ok,ok,ok,ok
rue_1000-593,1,ok,ok,ok,ok
rue_1000-594,1,ok,ok,ok,ok
rue_1000-595,1,ok,ok,ok,ok
rue_1000-596,1,ok,ok,ok,ok
rue_1000-597,1,ok,ok,ok,ok
rue_1000-598,1,ok,ok,ok,ok
rue_1000-599,1,ok,ok,ok,ok
rue_1000-6,1,ok,ok,ok,ok
rue_1000-60,1,ok,ok,ok,ok
rue_1000-600,1,ok,ok,ok,ok
rue_1000-601,1,ok,ok,ok,ok
rue_1000-602,1,ok,ok,ok,ok
rue_1000-603,1,ok,ok,ok,ok
rue_1000-604,1,ok,ok,ok,ok
rue_1000-605,1,ok,ok,ok,ok
rue_1000-606,1,ok,ok,ok,ok
rue_1000-607,1,ok,ok,ok,ok
rue_1000-608,1,ok,ok,ok,ok
rue_1000-609,1,ok,ok,ok,ok
rue_1000-61,1,ok,ok,ok,ok
rue_1000-610,1,ok,ok,ok,ok
rue_1000-611,1,ok,ok,ok,ok
rue_1000-612,1,ok,ok,ok,ok
rue_1000-613,1,ok,ok,ok,ok
rue_1000-614,1,ok,ok,ok,ok
rue_1000-615,1,ok,ok,ok,ok
rue_1000-616,1,ok,ok,ok,ok
rue_1000-617,1,ok,ok,ok,ok
rue_1000-618,1,ok,ok,ok,ok
rue_1000-619,1,ok,ok,ok,ok
rue_1000-62,1,ok,ok,ok,ok
rue_1000-620,1,ok,ok,ok,ok
rue_1000-621,1,ok,ok,ok,ok
rue_1000-622,1,ok,ok,ok,ok
rue_1000-623,1,ok,ok,ok,ok
rue_1000-624,1,ok,ok,ok,ok
rue_1000-625,1,ok,ok,ok,ok
rue_1000-626,1,ok,ok,ok,ok
rue_1000-627,1,ok,ok,ok,ok
rue_1000-628,1,ok,ok,ok,ok
rue_1000-629,1,ok,ok,ok,ok
rue_1000-63,1,ok,ok,ok,ok
rue_1000-630,1,ok,ok,ok,ok
rue_1000-631,1,ok,ok,ok,ok
rue_1000-632,1,ok,ok,ok,ok
rue_1000-633,1,ok,ok,ok,ok
rue_1000-634,1,ok,ok,ok,ok
rue_1000-635,1,ok,ok,ok,ok
rue_1000-636,1,ok,ok,ok,ok
rue_1000-637,1,ok,ok,ok,ok
rue_1000-638,1,ok,ok,ok,ok
rue_1000-639,1,ok,ok,ok,ok
rue_1000-64,1,ok,ok,ok,ok
rue_1000-640,1,ok,ok,ok,ok
rue_1000-641,1,ok,ok,ok,ok
rue_1000-642,1,ok,ok,ok,ok
rue_1000-643,1,ok,ok,ok,ok
rue_1000-644,1,ok,ok,ok,ok
rue_1000-645,1,ok,ok,ok,ok
rue_1000-646,1,ok,ok,ok,ok
rue_1000-647,1,ok,ok,ok,ok
rue_1000-648,1,ok,ok,ok,ok
rue_1000-649,1,ok,ok,ok,ok
rue_1000-65,1,ok,ok,ok,ok
rue_1000-650,1,ok,ok,ok,ok
