@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute Basic numeric
@attribute CG numeric
@attribute DIAMETER numeric
@attribute KLB numeric
@attribute Pre numeric
@attribute cl numeric
@attribute lobjois numeric
@attribute ls_gsat numeric
@attribute ls_saps numeric
@attribute sp numeric

@data
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf,1,0.03,60.01,2.01,0.92,0.83,2,2,2.44,2.13,2.34
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf,1,0.02,60.07,2.01,0.62,0.67,2,2.01,2.37,2.13,2.43
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k45.cnf,1,0.01,60.09,2.01,0.72,0.71,2,2.01,2.39,2.13,2.31
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0.02,60.04,2.01,0.84,0.77,2.01,2,2.34,2.13,2.46
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0.05,60.02,2.08,7.28,2.01,2.01,2.01,2.32,2.25,2.78
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,0.07,60.04,2.01,15.97,3.02,2.01,2.01,2.42,2.38,3.57
./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0,0.05,0.17,0,0.01,1.99,2,2.51,2.23,0.04
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0,0.07,0.23,0,0.02,1.99,2,2.53,2.19,0.06
./SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.06,60.02,2.03,4.85,3.95,2,2,2.37,2.34,2.99
./SAT07/industrial/palacios/hard/sortnet-7-ipc5-h15-unsat.cnf,1,0.04,60.27,2.02,0.65,2.89,2.01,2,2.2,2.19,2.97
./SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0.11,60.3,2.03,5.43,13.28,2,2.17,2.63,2.63,3.82
./SAT07/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,0.13,61.63,2.03,1.45,11.77,2.01,2.04,2.73,2.71,15.4
./SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.16,61.81,2.03,49.21,14.58,2,2.14,2.81,2.8,4.53
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,2.57,276.19,2.42,655.91,147.67,2.05,2.84,13.47,13.63,166.32
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,3.48,271.54,2.83,640.71,146.57,2,3.49,13.94,13.52,167.56
./SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.92,167.86,2.48,189.81,51.88,2.01,2.17,6.67,6.66,39.69
./SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,0.15,60.26,2.02,22.85,29.7,2.01,2.01,2.88,2.84,4.54
./SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.01,60.01,2.01,0.18,0.7,2,2,2.3,2.1,0.83
./SAT09/APPLICATIONS/bioinfo/q_query_3_L70_coli.sat.cnf,1,0.05,60.04,2.01,2.32,7.86,2,2.01,2.4,2.3,2.94
./SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray04_32.cnf,1,0.01,0.27,2.01,0.05,0.13,2,2,2.41,2.11,0.23
./SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0,0.85,2.01,0.06,0.1,2,2,2.38,2.08,0.19
./SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,0.01,60.01,2.01,2.06,1.42,2,2.01,2.28,2.12,1.62
./SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.02,2.77,2.02,3.77,2.72,1.99,2,2.18,2.15,2.4
./SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,0.06,60.06,2.02,14.8,5.66,2.01,2.02,2.3,2.3,3.39
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor032.cnf,1,0.01,7.16,2.01,0.06,0.2,2,2,2.2,2.12,0.3
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0.01,60.01,2.01,0.96,0.98,2,2,2.14,2.08,1.51
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.06,60.03,2.01,14.69,5.54,1.99,2,2.31,2.3,3.39
./SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand064.cnf,1,0.02,60.01,2.01,1.71,2.11,2.01,2,2.26,2.15,2.55
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0,0.5,0.47,0.01,0.06,0.44,2,2.36,2.19,0.11
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,0.06,60.26,2.01,16.14,8.5,2,2.03,2.35,2.37,3.07
./SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.03,60.02,2.01,0.63,9.49,2,2.02,2.32,2.2,2.57
./SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.01,0.17,1.13,0.01,0.05,2,2,2.44,2.12,0.1
./SAT09/APPLICATIONS/bitverif/smulo/smulo064.cnf,1,0.01,31.31,2.01,1.64,0.66,1.99,2,2.18,2.1,1.04
./SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,0.02,53.19,2.01,0.62,2.69,2.01,2,2.3,2.12,1.9
./SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?,?,?,?,?,?
./SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,0,2.58,2.01,0.48,0.83,1.99,2,2.24,2.08,1.48
./SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.01,2.7,2.01,0.49,0.83,2,2,2.29,2.08,1.51
./SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,0.01,2.74,2.01,0.53,0.83,2,2,2.24,2.07,1.56
./SAT09/APPLICATIONS/crypto/desgen/gss-21-s100.cnf,1,0.01,2.77,2.01,0.53,0.84,1.99,2,2.25,2.09,1.57
./SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.01,2.85,2.01,0.53,0.83,2,2,2.28,2.1,1.59
./SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,0.01,2.85,2.01,0.56,0.84,2,2,2.27,2.09,1.61
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-11.cnf,1,0.03,10.47,2.02,2.26,0.95,2.01,2.01,2.28,2.16,2.01
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.03,10.5,2.01,2.23,0.94,2,2.02,2.28,2.19,2.02
./SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0.07,13.68,2.02,19.8,3.18,1.99,2,2.35,2.31,3.19
./SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,0.12,18.92,2.03,50.28,4.23,2,2.04,2.5,2.55,3.64
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.12,29.52,2.03,28.1,4.92,2,2.07,2.51,2.52,3.66
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.11,30.72,2.06,28.45,5.06,2.01,2.01,2.52,2.51,3.68
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,0.11,25.23,2.01,20.38,4.18,2,2.01,2.43,2.44,3.55
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0.16,47.94,2.04,40.81,5.91,2,2.03,2.64,2.68,3.94
./SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,0.07,16.35,2.05,11.61,3.22,2.01,2.04,2.33,2.31,2.92
./SAT09/APPLICATIONS/diagnosis/UR-20-10p0.cnf,1,0.19,48.57,2.06,51.13,5.97,2,2.05,2.76,2.75,4.5
./SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0.18,56.65,2.06,51.44,6.72,2.01,2.03,2.74,2.74,4.66
./SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0.04,7.92,2.01,3.54,1.88,1.35,2.01,2.26,2.17,2.57
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0.18,50.87,2.04,51.74,6.85,2,2.07,2.77,2.74,4.51
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.2,55.21,2.01,52.03,6.99,2,2.03,2.74,2.78,4.62
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0.09,28.98,2.01,13.32,3.88,1.99,2.1,2.47,2.38,3.42
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t1.cnf,1,0.09,31.61,2.01,13.49,3.71,2,2.02,2.44,2.42,3.59
./SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,0.07,129.95,2.03,0.31,5.24,1.99,2.1,2.45,2.5,3.29
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,0.01,64.1,2.01,0.03,0.41,1.99,2,2.07,2.08,2.22
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0.01,61.37,2.01,0.03,0.48,1.99,2.01,2.08,2.07,2.27
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_15_SAT.cnf,1,0.02,76.21,2.01,0.08,1.07,0.73,2,2.16,2.17,2.7
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.04,64.21,2.02,0.12,1.52,0.43,2.02,2.21,2.21,3.05
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.02,61.43,2.01,0.03,0.65,2,2,2.09,2.07,2.22
./SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,0.09,60.08,2.02,31.47,4.11,1.33,2.02,2.48,2.46,3.56
./SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.13,60.05,2.04,68.03,6.02,2.01,2.05,2.63,2.66,4.15
./SAT11/application/fuhs/AProVE11/AProVE11-07.cnf,1,0.08,60.05,2.04,35.85,4.44,2,2,2.46,2.47,3.46
./SAT11/application/fuhs/AProVE11/AProVE11-09.cnf,1,0.03,60.04,2.02,3.21,1.29,0.62,2,2.24,2.14,2.09
./SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0.12,60.05,2.02,55,5.45,2,2.01,2.65,2.64,4.16
./SAT11/application/fuhs/AProVE11/AProVE11-11.cnf,1,0.04,50.89,2.03,6.78,1.92,2,2,2.27,2.19,2.49
./SAT11/application/fuhs/AProVE11/AProVE11-12.cnf,1,0.01,12.86,2.01,0.87,0.78,0.9,2,2.25,2.1,0.94
./SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,0.21,64.34,2.14,168.3,9.84,2.01,2.04,3.13,3.12,5.86
./SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,0.03,14.62,2.02,3.32,1.29,2.02,2,2.22,2.15,2.26
./SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.03,27.84,2.01,4.93,1.66,2.01,2.01,2.25,2.17,2.2
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,0,44.96,2.01,0.14,0.31,1.99,2,2.41,2.1,0.91
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0,44.57,2.01,0.18,0.36,1.99,2,2.36,2.1,1.07
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom14.cnf,1,0,59.09,2.01,0.23,0.41,2,2,2.36,2.08,1.23
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0.01,60.01,2.01,0.29,0.47,2,2,2.37,2.09,1.42
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom16.cnf,1,0.01,60.02,2.01,0.36,0.53,2,2,2.39,2.11,1.61
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,0.01,60.01,2.01,0.45,0.59,2,2,2.37,2.11,1.81
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom18.cnf,1,0.01,60.01,2.01,0.57,0.66,1.99,2,2.33,2.11,2.05
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1,0.01,60.01,2.01,0.7,0.74,1.99,2,2.31,2.12,2.28
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.02,60.01,2.01,0.85,0.82,1.99,2,2.36,2.13,2.36
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom21.cnf,1,0.01,60.01,2.01,1.02,0.89,2,2,2.31,2.12,2.43
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0.02,60.03,2.01,1.22,0.98,2,2,2.3,2.14,2.46
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom23.cnf,1,0.02,60.01,2.01,1.45,1.07,2,2,2.3,2.14,2.48
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1,0.02,60.02,2.02,1.71,1.17,2,2,2.32,2.14,2.47
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom25.cnf,1,0.03,60.02,2.02,1.99,1.26,2,2,2.26,2.16,2.43
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,0.03,60.05,2.01,2.32,1.38,1.99,2.01,2.28,2.18,2.64
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top21.cnf,1,0.01,60.04,2.01,0.95,0.81,1.99,2,2.31,2.11,1.74
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.01,60.04,2.01,1.15,0.87,2.01,2,2.3,2.12,1.9
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top23.cnf,1,0.03,60.01,2.01,1.36,0.95,2,2,2.28,2.11,2.09
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top24.cnf,1,0.01,60.04,2.01,1.62,1.05,1.99,2,2.3,2.13,2.28
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,1,0.02,60.02,2.01,1.89,1.13,1.99,2,2.31,2.13,2.47
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top26.cnf,1,0.03,60.04,2.02,2.22,1.24,1.99,2,2.28,2.14,2.51
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,0.04,60.02,2.02,2.9,1.4,2.01,2,2.27,2.16,2.51
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top29.cnf,1,0.02,60.05,2.02,3.43,1.52,2,2,2.26,2.17,2.46
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0.03,60.03,2.02,3.84,1.62,2,2,2.27,2.16,2.65
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1,0.02,3.42,2.01,1.07,0.58,1.99,2,2.33,2.11,2.27
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step20.cnf,1,0.04,8.49,2.01,3.9,1.2,2,2,2.31,2.17,2.61
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,0.05,9.53,2.01,4.57,1.29,1.99,2.01,2.28,2.19,2.63
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.14,61.04,2.01,8.83,1.8,2.02,2.04,2.67,2.58,4.73
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,0.14,60.48,2.07,10.54,1.96,2.01,2.07,2.67,2.64,5.17
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0.37,60.14,2.15,42.77,4.62,2.01,2.12,3.56,3.57,13.62
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step16.cnf,1,0.4,60.15,2.04,50.83,4.99,2.01,2.03,3.73,3.72,14.9
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,0.81,60.29,2.05,148.47,148.89,2.01,2.57,5.72,5.93,467.23
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.9,60.33,2.06,182.05,149.5,2.01,2.47,6.27,7.07,471.08
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step11.cnf,1,0.05,60.02,2.01,1.89,1.14,2,2,2.39,2.22,2.66
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0.04,60.03,2.01,2.33,1.3,1.99,2,2.35,2.2,2.63
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.12,45.34,2.01,26.2,2.38,2,2.02,2.55,2.49,3.6
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,1,0.46,60.21,2.03,255.88,9.89,2.01,2.22,3.93,4.07,8.5
